#																			
#   VizieR Astronomical Server vizier.u-strasbg.fr																			
#    Date: 2019-08-16T00:14:18 [V1.99+ (14-Oct-2013)]																			
"#   In case of problem, please report to:"""	cds-question@unistra.fr																		
228.6597469	67.3467206	1795	HD136064 	F8V                 	0.559999943	3.080785309	39.46	0.140636364	0.1369	-5.014431176	HD136064        	228.65975	67.34672	4340	HD136064        	HD 136064                	15 14 38.3392641428 +67 20 48.194332500	F8V              	0
228.8126844	-70.5196233	4906	HD134606 	G6IV                	0.74	4.710378527	37.16	0.107329288	0.107526748	-5.457385659	HD134606        	228.81268	-70.51962	4341	HD134606        	HD 134606                	15 15 15.0442916033 -70 31 10.643946773	G6IV             	1
228.8126844	-70.5196233	4907	HIP74653 	G6 IV               	0.74	4.710378527	37.16	0.154	                 	-5.04243676	HIP74653        	228.81268	-70.51962	4342	HIP74653        	HD 134606                	15 15 15.0442916033 -70 31 10.643946773	G6IV             	1
228.9965289	0.7963614	3706	HIP74702 	K0V                 	0.83	5.957336878	64.19	0.3918	0.387	-4.531913102	HIP74702        	228.99653	0.79636	4343	HIP74702        	HD 135599                	15 15 59.1669446403 +00 47 46.901123937	K0V              	0
228.9965289	0.7963614	3707	HD135599 	K0V                 	0.83	5.957336878	64.19	                 	0.445810811	-4.456999053	HD135599        	228.99653	0.79636	4344	HD135599        	HD 135599                	15 15 59.1669446403 +00 47 46.901123937	K0V              	0
229.0138206	-30.7304089	906	HD135446 	G1/G2V              	0.649	3.359149126	10.86	                 	0.143307692	-5.031768077	HD135446        	229.01382	-30.73041	4345	HD135446        	HD 135446                	15 16 03.3169065638 -30 43 49.471641369	G1/2V            	0
229.0138206	-30.7304089	907	HD135446 	G1/G2V              	0.649	3.359149126	10.86	                 	0.124	-5.194988643	HD135446        	229.01382	-30.73041	4346	HD135446        	HD 135446                	15 16 03.3169065638 -30 43 49.471641369	G1/2V            	0
229.0281706	-45.4812978	1145	HD135309 	G2IV                	0.64	4.710230516	17.3	                 	0.17	-4.867688402	HD135309        	229.02817	-45.4813	4347	HD135309        	HD 135309                	15 16 06.7609075100 -45 28 52.671619048	G2IV             	0
229.0348847	15.5412936	1521	HD135724 	G5                  	0.62	3.742355643	12.43	                 	0.182	-4.794905509	HD135724        	229.03488	15.54129	4348	HD135724        	HD 135724                	15 16 08.3723430615 +15 32 28.656952818	G5               	0
229.2208875	-8.2855636	6730	HD135725 	G5                  	0.748	4.953078853	26.34	                 	0.166	-4.985981521	HD135725        	229.22089	-8.28556	4349	HD135725        	HD 135725                	15 16 53.01297 -08 17 08.0292          	G8V              	1
229.2660347	-37.7248167	1033	HD135562 	G2V                 	0.652	3.333755778	10.11	                 	0.129	-5.148728937	HD135562        	229.26603	-37.72482	4350	HD135562        	HD 135562                	15 17 03.8483525958 -37 43 29.340287056	G2V              	0
229.3378819	-27.9972961	6274	HIP74815 	K9 V kee            	1.366	9.155013073	41.21	5.87	                 	-3.903848888	HIP74815        	229.33788	-27.9973	4351	HIP74815        	CD-27 10303              	15 17 21.0916741229 -27 59 50.265693156	K7Ve             	0
229.4517	-45.9224153	1146	HD135625 	G3IV/V              	0.617	4.049981852	18.45	                 	0.146	-4.987615487	HD135625        	229.4517	-45.92242	4352	HD135625        	HD 135625                	15 17 48.4079686093 -45 55 20.694902749	G3IV/V           	0
229.7311375	-1.5923883	3703	HD136118 	F9V                 	0.553	3.33857485	19.13	                 	0.1715	-4.790969266	HD136118        	229.73114	-1.59239	4353	HD136118        	HD 136118                	15 18 55.4730161019 -01 35 32.597619958	F7V              	1
229.7311375	-1.5923883	3704	HIP74948 	F9V                 	0.553	3.33857485	19.13	0.156	0.156	-4.875749799	HIP74948        	229.73114	-1.59239	4354	HIP74948        	HD 136118                	15 18 55.4730161019 -01 35 32.597619958	F7V              	1
229.7460431	25.6917483	1568	HIP74954 	G8V                 	0.737	5.35743485	29.75	0.152	0.152	-5.05137038	HIP74954        	229.74604	25.69175	4355	HIP74954        	HD 136274                	15 18 59.0503145779 +25 41 30.293928214	G9               	0
229.7460431	25.6917483	1569	HD136274 	G8V                 	0.737	5.35743485	29.75	                 	0.155	-5.033973732	HD136274        	229.74604	25.69175	4356	HD136274        	HD 136274                	15 18 59.0503145779 +25 41 30.293928214	G9               	0
229.8283214	1.7654078	5727	HD136202 	F8IV                	0.5	3.077481014	39.4	0.141695904	0.1414	-4.942535704	HD136202        	229.82832	1.76541	4357	HD136202        	* 5 Ser                  	15 19 18.79710 +01 45 55.4685          	F8IV             	0
229.8617797	-7.7222753	3620	GJ581    	                    	1.602	11.64291517	      	0.42157472	0.413513202	-5.436071778	GJ581           	229.86178	-7.72228	4358	GJ581           	BD-07 4003               	15 19 26.8271336166 -07 43 20.190958776	M3V              	2
229.8617797	-7.7222753	6275	HIP74995 	tmp                 	1.6	11.5840757	159.52	                 	0.51616	-5.321815374	HIP74995        	229.86178	-7.72228	4359	HIP74995        	BD-07 4003               	15 19 26.8271336166 -07 43 20.190958776	M3V              	2
229.8617797	-7.7222753	6277	HIP74995 	M5.0V               	1.6	11.5840757	159.52	0.52825	0.5345	-5.304628965	HIP74995        	229.86178	-7.72228	4360	HIP74995        	BD-07 4003               	15 19 26.8271336166 -07 43 20.190958776	M3V              	2
230.0096478	40.9842139	1642	HD136580 	F5                  	0.51	3.873133821	24.81	                 	0.1588	-4.831175772	HD136580        	230.00965	40.98421	4361	HD136580        	HD 136580                	15 20 02.3154587389 +40 59 03.169934683	F7V              	0
230.0096478	40.9842139	1643	HIP75039 	F5                  	0.51	3.873133821	24.81	0.149	0.149	-4.893057136	HIP75039        	230.00965	40.98421	4362	HIP75039        	HD 136580                	15 20 02.3154587389 +40 59 03.169934683	F7V              	0
230.1736672	44.4343775	498	HD136751 	F3.5IVs             	0.355000019	2.475858509	18.5	0.503166667	0.5037	-3.999371541	HD136751        	230.17367	44.43438	4363	HD136751        	HD 136751                	15 20 41.6801389552 +44 26 03.758847694	F3V              	0
230.2086575	31.4801083	1571	HIP75104 	F5                  	0.532	3.681085671	22.71	0.156	0.156	-4.861626593	HIP75104        	230.20866	31.48011	4364	HIP75104        	HD 136654                	15 20 50.0778121502 +31 28 48.389578605	F5               	0
230.2086575	31.4801083	1572	HD136654 	F5                  	0.532	3.681085671	22.71	                 	0.1582	-4.848457554	HD136654        	230.20866	31.48011	4365	HD136654        	HD 136654                	15 20 50.0778121502 +31 28 48.389578605	F5               	0
230.2557906	-15.5483589	5462	HD136407 	F2V                 	0.369999886	2.376723675	17.65	0.5637	0.5629	-3.946248159	HD136407        	230.25579	-15.54836	4366	HD136407        	* omi Lib                	15 21 01.3897497550 -15 32 54.092414075	F2V              	0
230.3864208	-6.8266031	6906	HD136544 	F8                  	0.475	3.463803437	15.95	                 	0.168375	-4.758595807	HD136544        	230.38642	-6.8266	4367	HD136544        	HD 136544                	15 21 32.7409803522 -06 49 35.771041711	F6V              	0
230.3864208	-6.8266031	6907	HIP75158 	F8                  	0.475	3.463803437	15.95	0.137	0.137	-4.966187567	HIP75158        	230.38642	-6.8266	4368	HIP75158        	HD 136544                	15 21 32.7409803522 -06 49 35.771041711	F6V              	0
230.4506297	-48.3176283	5010	HD136352 	G3/5V               	0.639	4.834783685	68.7	                 	0.169594595	-4.868832337	HD136352        	230.45063	-48.31763	4369	HD136352        	* nu.02 Lup              	15 21 48.1511171112 -48 19 03.462483973	G3/5V            	1
230.4506297	-48.3176283	5011	HD136352 	G3/5V               	0.639	4.834783685	68.7	0.122106339	0.122023173	-5.208836035	HD136352        	230.45063	-48.31763	4370	HD136352        	* nu.02 Lup              	15 21 48.1511171112 -48 19 03.462483973	G3/5V            	1
230.4506297	-48.3176283	5012	HD136352 	G3/5V               	0.639	4.834783685	68.7	0.175	                 	-4.842834623	HD136352        	230.45063	-48.31763	4371	HD136352        	* nu.02 Lup              	15 21 48.1511171112 -48 19 03.462483973	G3/5V            	1
230.4506297	-48.3176283	5013	HIP75181 	G2- V               	0.639	4.834783685	68.7	0.157	                 	-4.936225475	HIP75181        	230.45063	-48.31763	4372	HIP75181        	* nu.02 Lup              	15 21 48.1511171112 -48 19 03.462483973	G3/5V            	1
230.5344581	-47.9277919	5728	HIP75206 	F6 III-IV           	0.515	2.322113612	29.27	0.187	                 	-4.693811812	HIP75206        	230.53446	-47.92779	4373	HIP75206        	* nu.01 Lup              	15 22 08.2699237527 -47 55 40.050728260	F6III-IV         	0
230.6518856	-47.9211028	6731	HIP75255 	G8 V Fe-1.2 CH-1    	0.657	5.037925271	29.62	0.151	                 	-4.987376174	HIP75255        	230.65189	-47.9211	4374	HIP75255        	HD 136466                	15 22 36.4743847 -47 55 15.767721      	G8VFe-1.2CH-1    	0
230.6518856	-47.9211028	6732	HD136466 	G8VFe-1.2CH-1       	0.657	5.037925271	29.62	0.166	                 	-4.902579224	HD136466        	230.65189	-47.9211	4375	HD136466        	HD 136466                	15 22 36.4743847 -47 55 15.767721      	G8VFe-1.2CH-1    	0
230.6528958	-10.6611261	608	HIP75253 	K3IV-V              	0.97	6.275749286	45.83	0.323857143	0.323	-4.791046121	HIP75253        	230.6529	-10.66113	4376	HIP75253        	HD 136713                	15 22 36.6949797828 -10 39 40.054036979	K2V              	0
230.6528958	-10.6611261	609	HD136713 	K3IV-V              	0.97	6.275749286	45.83	                 	0.31096875	-4.812064956	HD136713        	230.6529	-10.66113	4377	HD136713        	HD 136713                	15 22 36.6949797828 -10 39 40.054036979	K2V              	0
230.6528958	-10.6611261	610	HD136713 	K3IV-V              	0.97	6.275749286	45.83	0.252577365	0.256730403	-4.921950645	HD136713        	230.6529	-10.66113	4378	HD136713        	HD 136713                	15 22 36.6949797828 -10 39 40.054036979	K2V              	0
230.6772775	1.4186258	3708	HD136834 	K3IV-V              	1	6.210317005	38.2	0.2399	0.2399	-4.995853177	HD136834        	230.67728	1.41863	4379	HD136834        	HD 136834                	15 22 42.5466042227 +01 25 07.053125779	K3IV-V           	0
230.6772775	1.4186258	3709	HD136834 	K3IV-V              	0.992	6.254723683	39.35	                 	0.226	-5.023474702	HD136834        	230.67728	1.41863	4380	HD136834        	HD 136834                	15 22 42.5466042227 +01 25 07.053125779	K3IV-V           	0
230.6772775	1.4186258	3710	HIP75266 	K3IV-V              	0.992	6.254723683	39.35	0.243461538	0.237	-4.994348032	HIP75266        	230.67728	1.41863	4381	HIP75266        	HD 136834                	15 22 42.5466042227 +01 25 07.053125779	K3IV-V           	0
230.6951414	18.9189608	1532	HIP75277 	G9V                 	0.804	5.6404708	49.67	0.239	0.239	-4.782642445	HIP75277        	230.69514	18.91896	4382	HIP75277        	HD 136923                	15 22 46.8339041095 +18 55 08.259017204	G9V              	0
230.6951414	18.9189608	1533	HD136923 	G9V                 	0.804	5.6404708	49.67	                 	0.251953488	-4.749475183	HD136923        	230.69514	18.91896	4383	HD136923        	HD 136923                	15 22 46.8339041095 +18 55 08.259017204	G9V              	0
230.7169506	13.3664286	1517	HD136925 	G0                  	0.656	4.575220149	21.53	                 	0.156	-4.956380411	HD136925        	230.71695	13.36643	4384	HD136925        	HD 136925                	15 22 52.0681330515 +13 21 59.142714719	G0               	0
230.7169506	13.3664286	1518	HIP75281 	G0                  	0.656	4.575220149	21.53	0.157473684	0.157	-4.95059256	HIP75281        	230.71695	13.36643	4385	HIP75281        	HD 136925                	15 22 52.0681330515 +13 21 59.142714719	G0               	0
230.8865317	-34.7456206	981	HD136762 	F9V                 	0.624	3.479755355	12.53	                 	0.236	-4.610196475	HD136762        	230.88653	-34.74562	4386	HD136762        	HD 136762                	15 23 32.7676233196 -34 44 44.234228658	F8/G0V           	0
231.0101153	-27.3052211	450	HD136894 	G8+V                	0.721	5.261332726	35.34	                 	0.173	-4.926851645	HD136894        	231.01012	-27.30522	4387	HD136894        	HD 136894                	15 24 02.4276894547 -27 18 18.795643928	G8+V             	0
231.0101153	-27.3052211	451	HD136894 	G8+V                	0.721	5.261332726	35.34	0.119626535	0.11943234	-5.294586146	HD136894        	231.01012	-27.30522	4388	HD136894        	HD 136894                	15 24 02.4276894547 -27 18 18.795643928	G8+V             	0
231.0101153	-27.3052211	452	HIP75363 	G8+ V               	0.721	5.261332726	35.34	0.165	                 	-4.965574684	HIP75363        	231.01012	-27.30522	4389	HIP75363        	HD 136894                	15 24 02.4276894547 -27 18 18.795643928	G8+V             	0
231.0101153	-27.3052211	453	HD136894 	G8+V                	0.721	5.261332726	35.34	0.17	                 	-4.940971288	HD136894        	231.01012	-27.30522	4390	HD136894        	HD 136894                	15 24 02.4276894547 -27 18 18.795643928	G8+V             	0
231.0885458	-19.739355	676	HIP75398 	K3.5 V              	1.022	7.075023325	25.41	0.251	                 	-4.993337125	HIP75398        	231.08855	-19.73935	4391	HIP75398        	HD 137010                	15 24 21.2510009040 -19 44 21.678024495	K3.5V            	0
231.1286128	37.3472994	5437	HD137392 	G0V                 	0.590000153	3.714749348	27.73	0.24402963	0.2419	-4.564165138	HD137392        	231.12861	37.3473	4392	HD137392        	* mu.02 Boo              	15 24 30.86708 +37 20 50.2777          	G0V              	0
231.1287297	-13.3708933	731	HIP75416 	K6 V (k)            	1.298	7.421987957	26.94	1.677	                 	-4.377642843	HIP75416        	231.12873	-13.37089	4393	HIP75416        	UGP 375                  	15 24 30.89513 -13 22 15.2162          	K6Vk:            	0
231.2833339	47.060815	1653	HD137629 	G5                  	0.607	2.893155097	16.62	                 	0.162	-4.881809343	HD137629        	231.28333	47.06081	4394	HD137629        	HD 137629                	15 25 08.0001380101 +47 03 38.933759926	G5               	0
231.3726786	45.9477003	1652	HD137664 	G5                  	0.615	2.676736539	12.06	                 	0.174	-4.827124645	HD137664        	231.37268	45.9477	4395	HD137664        	HD 137664                	15 25 29.4428670895 +45 56 51.721048358	G5               	0
231.4719575	19.4807075	1534	HD137510 	G0IV-V              	0.631000042	3.163663253	24.24	0.248766667	0.24645	-4.587974954	HD137510        	231.47196	19.48071	4396	HD137510        	HD 137510                	15 25 53.2707121018 +19 28 50.529629119	G0IV-V           	0
231.4719575	19.4807075	1535	HIP75535 	G0IV-V              	0.618	3.156527589	23.95	0.155	0.155	-4.930784141	HIP75535        	231.47196	19.48071	4397	HIP75535        	HD 137510                	15 25 53.2707121018 +19 28 50.529629119	G0IV-V           	0
231.4719575	19.4807075	1536	HD137510 	G0IV-V              	0.618	3.156527589	23.95	                 	0.212390244	-4.677395817	HD137510        	231.47196	19.48071	4398	HD137510        	HD 137510                	15 25 53.2707121018 +19 28 50.529629119	G0IV-V           	0
231.4937614	-26.7057831	5729	HIP75542 	K4 V                	1.045	6.879678125	40.92	0.432	                 	-4.723409936	HIP75542        	231.49376	-26.70578	4399	HIP75542        	HD 137303                	15 25 58.5027536871 -26 42 20.818787972	K4V              	0
231.4937614	-26.7057831	5730	HIP75542 	K4V                 	1.045	6.879678125	40.92	0.414	0.414	-4.74527166	HIP75542        	231.49376	-26.70578	4400	HIP75542        	HD 137303                	15 25 58.5027536871 -26 42 20.818787972	K4V              	0
231.4937614	-26.7057831	5731	HD137303 	K4V                 	1.045	6.879678125	40.92	0.342299532	0.342902513	-4.844314624	HD137303        	231.49376	-26.70578	4401	HD137303        	HD 137303                	15 25 58.5027536871 -26 42 20.818787972	K4V              	0
231.5636042	-42.8622961	770	HD137214 	G0V                 	0.593	3.749764902	11.64	                 	0.149	-4.949017759	HD137214        	231.5636	-42.8623	4402	HD137214        	HD 137214                	15 26 15.2649842739 -42 51 44.265521802	G0V              	0
231.8761458	-10.9625447	611	HD137631 	G0                  	0.596	2.780368272	9.91	                 	0.157	-4.901514819	HD137631        	231.87615	-10.96254	4403	HD137631        	HD 137631                	15 27 30.27498 -10 57 45.1613          	F8V              	0
231.9181269	42.8812975	1649	HD138004 	G2III               	0.676	4.943801945	31.1	                 	0.235	-4.661692738	HD138004        	231.91813	42.8813	4404	HD138004        	HD 138004                	15 27 40.3504710137 +42 52 52.671302685	G2III            	0
231.9181269	42.8812975	1650	HIP75676 	G2III               	0.676	4.943801945	31.1	0.173	0.173	-4.885087906	HIP75676        	231.91813	42.8813	4405	HIP75676        	HD 138004                	15 27 40.3504710137 +42 52 52.671302685	G2III            	0
231.9572147	29.1057006	721	HD137909 	F2VpSrCrEuSi        	0.289999962	1.004682212	29.17	0.821	0.8157	-3.733804292	HD137909        	231.95721	29.1057	4406	HD137909        	* bet CrB                	15 27 49.7315305 +29 06 20.522375      	F2VpSrCrEuSi     	0
231.9572147	29.1057006	5460	HD137909 	F2VpSrCrEuSi        	0.289999962	1.004682212	29.17	0.821	0.8157	-3.733804292	HD137909        	231.95721	29.1057	4407	HD137909        	* bet CrB                	15 27 49.7315305 +29 06 20.522375      	F2VpSrCrEuSi     	0
232.0400756	-9.3479889	5732	HD137763 	A1V                 	0.821000099	5.315287449	48.58	0.188833333	0.1877	-4.963937686	HD137763        	232.04008	-9.34799	4408	HD137763        	HD 137763                	15 28 09.6181427563 -09 20 52.759792118	G9V              	0
232.0400756	-9.3479889	5733	HIP75718 	G9V                 	0.788	5.399566056	50.34	0.173	0.173	-4.991787317	HIP75718        	232.04008	-9.34799	4409	HIP75718        	HD 137763                	15 28 09.6181427563 -09 20 52.759792118	G9V              	0
232.0508786	-9.3578622	6871	HD137778 	K2V                 	0.917000294	5.974099175	      	                 	0.509666667	-4.489920133	HD137778        	232.05088	-9.35786	4410	HD137778        	HD 137778                	15 28 12.2108845486 -09 21 28.303800214	K1V              	0
232.0508786	-9.3578622	6872	HD137778 	K1V                 	0.917000294	5.974099175	48.8	0.16975	0.16975	-5.136393558	HD137778        	232.05088	-9.35786	4411	HD137778        	HD 137778                	15 28 12.2108845486 -09 21 28.303800214	K1V              	0
232.0508786	-9.3578622	6873	HIP75722 	K2V                 	0.868	5.978918832	48.06	0.570533333	0.57	-4.376179813	HIP75722        	232.05088	-9.35786	4412	HIP75722        	HD 137778                	15 28 12.2108845486 -09 21 28.303800214	K1V              	0
232.1308039	-33.1350731	953	HIP75753 	K7 V (k)            	1.378	8.174699309	28.77	1.675	                 	-4.474294418	HIP75753        	232.1308	-33.13507	4413	HIP75753        	CD-32 10820              	15 28 31.3929224296 -33 08 06.262510051	K7Vk:            	0
232.1952972	15.8857486	1531	HD137985 	G5                  	0.724	3.622330211	10.15	                 	0.147	-5.07049707	HD137985        	232.1953	15.88575	4414	HD137985        	HD 137985                	15 28 46.8713670373 +15 53 08.695409789	G5               	0
232.3293008	-49.9530828	4994	HD137676 	G8V                 	0.77	4.02171957	18.55	0.143	                 	-5.137320035	HD137676        	232.3293	-49.95308	4415	HD137676        	HD 137676                	15 29 19.0322246712 -49 57 11.097799630	G8V              	0
232.3483047	80.4502683	1828	HIP75829 	G9V                 	0.803	5.616148173	46.05	0.4684	0.468	-4.400741775	HIP75829        	232.3483	80.45027	4416	HIP75829        	HD 139813                	15 29 23.5931591580 +80 27 00.965985712	G9V              	1
232.3483047	80.4502683	1829	HD139813 	G9V                 	0.790000439	5.621427521	      	                 	0.4648	-4.389487105	HD139813        	232.3483	80.45027	4417	HD139813        	HD 139813                	15 29 23.5931591580 +80 27 00.965985712	G9V              	1
232.4901272	32.6187581	1573	HD138278 	G0                  	0.641	3.202414743	9.3	                 	0.138	-5.064603703	HD138278        	232.49013	32.61876	4418	HD138278        	HD 138278                	15 29 57.6305344064 +32 37 07.528911307	G0               	0
232.7309722	8.5790908	1512	HD138290 	F4Vw                	0.357999802	2.981767119	19.22	0.2816	0.2781	-4.34408718	HD138290        	232.73097	8.57909	4419	HD138290        	HD 138290                	15 30 55.4333077187 +08 34 44.726585442	F2Vs             	0
232.8429719	36.6166103	1630	HD138525 	F6III               	0.5	2.020656903	13.37	0.228	0.2259	-4.543874382	HD138525        	232.84297	36.61661	4420	HD138525        	HD 138525                	15 31 22.3132689608 +36 36 59.796902879	F8IV             	0
232.9275992	-20.1643903	6874	HD138268B	F0                  	0.509999275	4.492869999	13.2	0.353766667	0.3473	-4.280409992	HD138268B       	232.9276	-20.16439	4421	HD138268B       	BD-19 4128B              	15 31 42.6238253455 -20 09 51.804597974	F0               	0
233.0538858	-41.2755922	3626	GJ588    	                    	1.504	10.44606048	      	0.788229921	0.783882147	-4.983985574	GJ588           	233.05389	-41.27559	4422	GJ588           	CD-40 9712               	15 32 12.9326267337 -41 16 32.131578815	M2.5V            	0
233.1818883	10.9683	1515	HIP76114 	G5IV-V              	0.656	4.769371425	32.35	0.16	0.16	-4.933677909	HIP76114        	233.18189	10.9683	4423	HIP76114        	HD 138573                	15 32 43.6531754309 +10 58 05.879783892	G5IV-V           	0
233.1818883	10.9683	1516	HD138573 	G5IV-V              	0.656	4.769371425	32.35	                 	0.15905	-4.93896328	HD138573        	233.18189	10.9683	4424	HD138573        	HD 138573                	15 32 43.6531754309 +10 58 05.879783892	G5IV-V           	0
233.2929528	-74.3477511	1319	HD137628 	K2.5IV-V            	1.01	6.439380554	31.18	                 	0.348	-4.796324772	HD137628        	233.29295	-74.34775	4425	HD137628        	HD 137628                	15 33 10.3086455572 -74 20 51.904265965	K2.5IV-V         	0
233.2929528	-74.3477511	1320	HIP76147 	K2.5 IV-V           	1.01	6.439380554	31.18	0.303	                 	-4.872028622	HIP76147        	233.29295	-74.34775	4426	HIP76147        	HD 137628                	15 33 10.3086455572 -74 20 51.904265965	K2.5IV-V         	0
233.4731564	-31.0190494	908	HD138549 	G8IV-V              	0.717	5.359315565	30.19	0.147629608	0.151066982	-5.038981828	HD138549        	233.47316	-31.01905	4427	HD138549        	HD 138549                	15 33 53.5575504641 -31 01 08.578463056	G8IV-V           	0
233.4731564	-31.0190494	909	HIP76200 	G8 IV-V             	0.717	5.359315565	30.19	0.158	                 	-4.998895199	HIP76200        	233.47316	-31.01905	4428	HIP76200        	HD 138549                	15 33 53.5575504641 -31 01 08.578463056	G8IV-V           	0
233.4731564	-31.0190494	910	HD138549 	G8IV-V              	0.717	5.359315565	30.19	                 	0.181333333	-4.886041283	HD138549        	233.47316	-31.01905	4429	HD138549        	HD 138549                	15 33 53.5575504641 -31 01 08.578463056	G8IV-V           	0
233.4731564	-31.0190494	911	HD138549 	G8IV-V              	0.717	5.359315565	30.19	0.189	                 	-4.854556326	HD138549        	233.47316	-31.01905	4430	HD138549        	HD 138549                	15 33 53.5575504641 -31 01 08.578463056	G8IV-V           	0
233.4731564	-31.0190494	912	HIP76200 	G8IV-V              	0.717	5.359315565	30.19	0.189375	0.1925	-4.84090813	HIP76200        	233.47316	-31.01905	4431	HIP76200        	HD 138549                	15 33 53.5575504641 -31 01 08.578463056	G8IV-V           	0
233.4782917	-25.1105031	817	HD138600 	G0/G1V              	0.585	2.91781709	11.47	                 	0.159142857	-4.880613663	HD138600        	233.47829	-25.1105	4432	HD138600        	HD 138600                	15 33 54.7899816564 -25 06 37.810945124	G0/1V            	0
233.4866511	-17.0022769	5734	HIP76203 	G9 IV-V             	0.838	5.253769707	26.47	0.173	                 	-5.041751337	HIP76203        	233.48665	-17.00228	4433	HIP76203        	HD 138648                	15 33 56.79629 -17 00 08.1966          	G9IV-V           	0
233.5704953	-2.7240708	3697	HIP76228 	K0                  	0.745	4.623349663	15.02	0.143307692	0.143	-5.115188273	HIP76228        	233.5705	-2.72407	4434	HIP76228        	HD 138776                	15 34 16.9188599820 -02 43 26.654571112	G6IV             	0
233.5704953	-2.7240708	3698	HD138776 	K0                  	0.745	4.623349663	15.02	                 	0.1725	-4.952087035	HD138776        	233.5705	-2.72407	4435	HD138776        	HD 138776                	15 34 16.9188599820 -02 43 26.654571112	G6IV             	0
233.8335178	60.0869914	1765	HIP76315 	K3V                 	1.063	6.987899289	52.43	0.891882353	0.888	-4.393674402	HIP76315        	233.83352	60.08699	4436	HIP76315        	HD 139477                	15 35 20.0442724222 +60 05 13.169417086	K3V              	0
233.8335178	60.0869914	1766	HD139477 	K3V                 	1.063	6.987899289	52.43	                 	0.805666667	-4.439433439	HD139477        	233.83352	60.08699	4437	HD139477        	HD 139477                	15 35 20.0442724222 +60 05 13.169417086	K3V              	0
233.9163364	-80.2045939	4890	HD137388 	K2IV                	0.891	5.785701761	26.01	                 	0.265	-4.814743982	HD137388        	233.91634	-80.20459	4438	HD137388        	HD 137388                	15 35 39.9207645417 -80 12 16.538435367	K2IV             	1
233.9163364	-80.2045939	4891	HIP76351 	K2 IV               	0.891	5.785701761	26.01	0.163	                 	-5.140871042	HIP76351        	233.91634	-80.20459	4439	HIP76351        	HD 137388                	15 35 39.9207645417 -80 12 16.538435367	K2IV             	1
233.9163364	-80.2045939	4892	HD137388 	K2IV                	0.891	5.785701761	26.01	0.144906105	0.144749723	-5.237896633	HD137388        	233.91634	-80.20459	4440	HD137388        	HD 137388                	15 35 39.9207645417 -80 12 16.538435367	K2IV             	1
233.9856933	39.8311186	1644	HD139323 	K3V                 	0.946	5.912682093	44.93	                 	0.205148438	-5.034976282	HD139323        	233.98569	39.83112	4441	HD139323        	HD 139323                	15 35 56.5663822486 +39 49 52.027180176	K3V              	0
233.9856933	39.8311186	1645	HIP76375 	K3V                 	0.946	5.912682093	44.93	0.236923077	0.235	-4.94866141	HIP76375        	233.98569	39.83112	4442	HIP76375        	HD 139323                	15 35 56.5663822486 +39 49 52.027180176	K3V              	0
233.9856933	39.8311186	1646	HD139323 	K3V                 	0.96999979	5.797403809	44.41	0.186933333	0.192	-5.104785109	HD139323        	233.98569	39.83112	4443	HD139323        	HD 139323                	15 35 56.5663822486 +39 49 52.027180176	K3V              	0
234.0092628	39.8024761	5737	HIP76382 	K1V                 	0.906	5.0866967	45.85	0.202333333	0.204	-4.995641043	HIP76382        	234.00926	39.80248	4444	HIP76382        	HD 139341                	15 36 02.22306 +39 48 08.9141          	K1V              	0
234.0174031	52.0698097	1760	HD139478 	F4IIIp              	0.315000057	2.832148015	16.89	0.5508	0.5509	-3.940595613	HD139478        	234.0174	52.06981	4445	HD139478        	HD 139478                	15 36 04.1767261720 +52 04 11.315467204	F1IV             	0
234.0527586	35.7053953	1628	HIP76398 	G5                  	0.633	3.883768005	19	0.152	0.152	-4.961257816	HIP76398        	234.05276	35.7054	4446	HIP76398        	HD 139324                	15 36 12.6620428757 +35 42 19.423157949	G5               	0
234.0527586	35.7053953	1629	HD139324 	G5                  	0.633	3.883768005	19	                 	0.16875	-4.86791314	HD139324        	234.05276	35.7054	4447	HD139324        	HD 139324                	15 36 12.6620428757 +35 42 19.423157949	G5               	0
234.1495661	-17.0151886	647	HD139061 	F4V                 	0.412	3.253883074	12.67	                 	0.148	-4.860859439	HD139061        	234.14957	-17.01519	4448	HD139061        	HD 139061                	15 36 35.8958841521 -17 00 54.679434418	F3/5V            	0
234.3632792	-31.5268344	6733	HD139105 	G5V                 	0.631	4.326032396	15.82	0.213	                 	-4.686873044	HD139105        	234.36328	-31.52683	4449	HD139105        	CCDM J15375-3132AB       	15 37 27.18700 -31 31 36.6036          	G5V              	1
234.496725	10.2398775	1513	HIP76543 	F8V                 	0.531	3.694497485	21.13	0.145384615	0.146	-4.926472468	HIP76543        	234.49672	10.23988	4450	HIP76543        	HD 139457                	15 37 59.2139776030 +10 14 23.558934538	F6               	0
234.496725	10.2398775	1514	HD139457 	F8V                 	0.531	3.694497485	21.13	                 	0.15	-4.899079176	HD139457        	234.49672	10.23988	4451	HD139457        	HD 139457                	15 37 59.2139776030 +10 14 23.558934538	F6               	0
234.5097844	-21.3191778	5736	HIP76550 	K7 Vp               	1.228	8.557657785	29.21	0.586	                 	-4.783289034	HIP76550        	234.50978	-21.31918	4452	HIP76550        	L 696-19                 	15 38 02.3482623399 -21 19 09.040378986	K7Vp             	0
