#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:32:30 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc6633}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ngc6633
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ngc2451
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc6633:
#Name: J/A+A/612/A99/ngc6633
#Title: Parameters for NGC6633
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
18264847+0629208;NGC6633;GIRAFFE; 4060; 261;   4.310;   0.210;  -0.014;   0.190; ; 117.800;        ;    ;   0.895;        ; -32.907;   0.427; 0.250;      ; 217;276.70196;+06.48911
18264862+0634422;NGC6633;GIRAFFE; 3642;  10;   5.270;   0.090;  -2.171;        ; ; 117.800;        ;    ;   0.742;        ; -14.612;   1.276; 0.021;      ; 218;276.70258;+06.57839
18264888+0619038;NGC6633;GIRAFFE; 3753; 447;   4.230;   0.220;  -1.174;        ; ;  50.800;        ;    ;   0.831;        ; -12.918;   0.604; 0.016;      ; 219;276.70367;+06.31772
18265013+0634368;NGC6633;GIRAFFE; 4779; 112;   2.970;   0.480;   0.141;   0.230; ;  30.700;        ;    ;   1.006;        ; 101.643;   0.241;      ;      ; 220;276.70887;+06.57689
18265119+0614410;NGC6633;GIRAFFE; 4201; 282;   4.350;   0.280;   0.108;   0.200; ;  27.000;        ;    ;   0.928;        ; -25.179;   0.251; 0.300;      ; 221;276.71329;+06.24472
18265208+0631085;NGC6633;GIRAFFE; 4422; 168;   2.420;   0.490;   0.017;   0.260; ;  34.600;        ;    ;   1.028;        ;  43.249;   0.241;      ;      ; 222;276.71700;+06.51903
18265231+0624050;NGC6633;GIRAFFE; 5682;  67;   3.750;   0.670;  -0.226;   0.150; ; 104.400;        ;    ;   1.022;        ;  47.956;   0.484;      ;      ; 223;276.71796;+06.40139
18265248+0627259;NGC6633;GIRAFFE; 4903; 202;   3.180;   0.430;  -0.728;   0.630; ; 231.300;        ;    ;   1.010;        ;  32.310;   0.285;      ;      ; 224;276.71867;+06.45719
18265338+0628174;NGC6633;GIRAFFE; 4736; 283;   2.880;   0.480;  -0.055;   0.270; ;  36.200;        ;    ;   1.017;        ;  16.826;   0.251;      ;      ; 225;276.72242;+06.47150
18265406+0633423;NGC6633;GIRAFFE; 4822; 207;   4.430;   0.660;   0.250;   0.220; ;  27.000;        ;    ;   0.963;        ;  -3.149;   0.242; 0.008;      ; 226;276.72525;+06.56175
18265413+0635072;NGC6633;GIRAFFE; 4393; 225;   2.500;   0.650;  -0.086;   0.290; ;  37.200;        ;    ;   1.023;        ; -31.278;   0.250;      ;      ; 227;276.72554;+06.58533
18265477+0615281;NGC6633;GIRAFFE; 4726; 172;   2.520;   0.330;  -0.072;   0.180; ;  37.400;        ;    ;   1.020;        ;  70.032;   0.244;      ;      ; 228;276.72821;+06.25781
18265547+0630427;NGC6633;GIRAFFE; 4988;  89;   4.580;   0.440;  -0.017;   0.130; ;  24.900;        ;    ;   0.978;        ; -27.661;   0.246; 0.827;      ; 229;276.73112;+06.51186
18265565+0633338;NGC6633;GIRAFFE; 4905; 149;   2.920;   0.300;   0.023;   0.210; ;  37.800;        ;    ;   1.015;        ;  16.975;   0.244;      ;      ; 230;276.73187;+06.55939
18265573+0615402;NGC6633;GIRAFFE; 5009;  74;   3.590;   0.400;   0.113;   0.160; ;  48.200;        ;    ;   0.997;        ;   5.732;   0.244; 0.005;      ; 231;276.73221;+06.26117
18265591+0635559;NGC6633;GIRAFFE; 5459;2000;   4.846;   1.000;  -0.284;        ; ;  51.400;        ;    ;   0.992;        ; -25.822;   0.243;      ;      ; 232;276.73296;+06.59886
18265629+0613451;NGC6633;GIRAFFE; 5488; 226;   4.070;   0.270;   0.223;   0.190; ;  42.700;        ;    ;   1.000;        ; -47.456;   0.256; 0.042;      ; 233;276.73454;+06.22919
18265640+0615084;NGC6633;GIRAFFE; 4738;  70;   2.600;   0.260;   0.091;   0.230; ;  38.800;        ;    ;   1.021;        ; -12.365;   0.260;      ;      ; 234;276.73500;+06.25233
18265663+0624446;NGC6633;GIRAFFE; 4733; 105;   2.790;   0.330;   0.144;   0.250; ;  39.900;        ;    ;   1.008;        ;  87.814;   0.241;      ;      ; 235;276.73596;+06.41239
18265721+0639304;NGC6633;GIRAFFE; 4781; 198;   2.900;   0.420;   0.043;   0.230; ;  36.600;        ;    ;   1.022;        ; -20.366;   0.247;      ;      ; 236;276.73837;+06.65844
18265808+0631575;NGC6633;GIRAFFE; 4569; 114;   2.510;   0.280;   0.031;   0.170; ;  43.000;        ;    ;   1.013;        ;  14.204;   0.246;      ;      ; 237;276.74200;+06.53264
18265912+0631507;NGC6633;GIRAFFE; 4187; 273;   1.880;   0.590;  -0.034;   0.300; ; 127.600;        ;    ;   1.044;        ;  24.729;   0.241;      ;      ; 238;276.74633;+06.53075
18265912+0633463;NGC6633;GIRAFFE; 4336; 166;   4.670;   0.290;   0.067;   0.180; ;  28.700;        ;    ;   0.927;        ;  -0.853;   0.245; 0.007;      ; 239;276.74633;+06.56286
18265916+0615041;NGC6633;GIRAFFE; 4534; 115;   4.060;   0.280;  -0.128;   0.120; ;        ;        ;    ;        ;        ;  56.916;   1.270; 0.011;      ; 240;276.74650;+06.25114
18265958+0633398;NGC6633;GIRAFFE; 4853; 159;   2.810;   0.400;  -0.422;   0.260; ;  17.400;        ;    ;   1.016;        ;  27.896;   0.242;      ;      ; 241;276.74825;+06.56106
18265963+0638291;NGC6633;GIRAFFE; 5205; 102;   4.400;   0.510;  -0.016;   0.130; ;  18.900;        ;    ;   0.987;        ; -27.707;   0.243; 0.833;      ; 242;276.74846;+06.64142
18265986+0633071;NGC6633;GIRAFFE; 4992; 111;   4.710;   0.340;   0.042;   0.130; ;  22.700;        ;    ;   0.971;        ; -30.086;   0.252; 0.801;      ; 243;276.74942;+06.55197
18270002+0634196;NGC6633;GIRAFFE; 4611; 368;   2.490;   0.620;  -0.527;   0.260; ;  24.400;        ;    ;   1.028;        ; -19.251;   0.263;      ;      ; 244;276.75008;+06.57211
18270032+0644446;NGC6633;GIRAFFE; 4949; 141;   3.170;   0.480;  -0.206;   0.200; ;  47.000;        ;    ;   1.015;        ; -23.018;   0.266;      ;      ; 245;276.75133;+06.74572
18270055+0638417;NGC6633;GIRAFFE; 4163; 256;   4.820;   0.200;   0.074;   0.180; ;  41.000;        ;    ;   0.867;        ;  -4.174;   0.243; 0.007;      ; 246;276.75229;+06.64492
18270057+0637095;NGC6633;GIRAFFE; 4232; 361;   1.810;   0.600;  -0.335;   0.190; ;  24.800;        ;    ;   1.050;        ;-248.734;   0.243;      ;      ; 247;276.75237;+06.61931
18270087+0633395;NGC6633;GIRAFFE; 4053; 562;   4.710;   0.200;  -0.043;   0.230; ;  36.400;        ;    ;   0.843;        ;  25.000;   0.240; 0.004;      ; 248;276.75362;+06.56097
18270135+0630399;NGC6633;GIRAFFE; 4649; 136;   2.860;   0.450;   0.055;   0.200; ;  68.600;        ;    ;   1.005;        ;  55.298;   0.248;      ;      ; 249;276.75562;+06.51108
18270166+0626140;NGC6633;GIRAFFE; 4945; 137;   4.610;   0.370;   0.098;   0.150; ;  21.800;        ;    ;   0.974;        ; -34.826;   0.243; 0.152;      ; 250;276.75692;+06.43722
18270192+0621263;NGC6633;GIRAFFE; 4765; 159;   3.020;   0.240;   0.073;   0.170; ;  26.800;        ;    ;   1.004;        ;   9.644;   0.243;      ;      ; 251;276.75800;+06.35731
18270209+0629584;NGC6633;GIRAFFE; 4848; 203;   2.860;   0.450;  -0.289;   0.220; ;  26.700;        ;    ;   1.014;        ; -37.795;   0.241;      ;      ; 252;276.75871;+06.49956
18270245+0623535;NGC6633;GIRAFFE; 4569; 128;   2.870;   0.530;   0.265;   0.240; ;  29.600;        ;    ;   1.007;        ;  30.090;   0.241;      ;      ; 253;276.76021;+06.39819
18270252+0622084;NGC6633;GIRAFFE; 4433; 129;   2.290;   0.450;  -0.088;   0.220; ;  29.500;        ;    ;   1.036;        ;  30.023;   0.242;      ;      ; 254;276.76050;+06.36900
18270259+0617200;NGC6633;GIRAFFE; 4579; 169;   2.830;   0.600;   0.224;   0.290; ;  61.700;        ;    ;   1.010;        ;  14.303;   0.242;      ;      ; 255;276.76079;+06.28889
18270285+0628023;NGC6633;GIRAFFE; 4743; 161;   2.640;   0.330;  -0.060;   0.220; ;  26.500;        ;    ;   1.020;        ;  88.854;   0.242;      ;      ; 256;276.76187;+06.46731
18270359+0617399;NGC6633;GIRAFFE; 4681; 130;   3.100;   0.520;   0.186;   0.190; ;  39.400;        ;    ;   0.996;        ;  21.231;   0.241;      ;      ; 257;276.76496;+06.29442
18270396+0639543;NGC6633;GIRAFFE; 5667; 791;   3.700;   0.410;  -0.456;   0.630; ;  38.900;        ;    ;   0.997;        ;   9.235;   0.789; 0.003;      ; 258;276.76650;+06.66508
18270426+0636415;NGC6633;GIRAFFE; 4524; 111;   2.350;   0.410;  -0.085;   0.200; ;  11.300;        ;    ;   1.025;        ;  -9.017;   0.242;      ;      ; 259;276.76775;+06.61153
18270451+0640061;NGC6633;GIRAFFE; 4186; 229;   2.170;   0.540;   0.055;   0.260; ;  28.000;        ;    ;   1.044;        ;   7.980;   0.242;      ;      ; 260;276.76879;+06.66836
18270494+0616539;NGC6633;GIRAFFE; 4879; 125;   3.620;   0.650;   0.206;   0.150; ;  54.000;        ;    ;   0.995;        ; -56.927;   0.249; 0.032;      ; 261;276.77058;+06.28164
18270513+0628356;NGC6633;GIRAFFE; 3895; 352;   4.560;   0.280;  -0.511;   0.420; ;  72.900;        ;    ;   0.849;        ; -13.734;   0.305; 0.016;      ; 262;276.77137;+06.47656
18270527+0622285;NGC6633;GIRAFFE; 4428; 275;   4.770;   0.260;  -0.263;   0.160; ;  14.700;        ;    ;   0.926;        ; -15.521;   0.248; 0.022;      ; 263;276.77196;+06.37458
18270527+0627554;NGC6633;GIRAFFE; 4685; 216;   4.600;   0.380;  -0.005;   0.130; ;  22.000;        ;    ;   0.964;        ; -27.267;   0.243; 0.763;      ; 264;276.77196;+06.46539
18270557+0633319;NGC6633;GIRAFFE; 3717; 168;   4.510;   0.210;  -0.056;   0.120; ; 134.500;        ;    ;   0.826;        ; -65.392;   0.460; 0.028;      ; 265;276.77321;+06.55886
18270574+0629265;NGC6633;GIRAFFE; 4922; 169;   2.790;   0.470;  -0.182;   0.190; ;  17.800;        ;    ;   1.015;        ;  19.345;   0.241;      ;      ; 266;276.77392;+06.49069
18270592+0639220;NGC6633;GIRAFFE; 4651;  98;   2.110;   0.400;  -0.086;   0.130; ;  33.000;        ;    ;   1.034;        ;  26.260;   0.261;      ;      ; 267;276.77467;+06.65611
18270624+0627247;NGC6633;GIRAFFE; 4091; 320;   4.930;   0.170;  -0.167;   0.180; ;  29.200;        ;    ;   0.850;        ; -31.598;   0.381; 0.489;      ; 268;276.77600;+06.45686
18270627+0624277;NGC6633;GIRAFFE; 4701;  88;   3.170;   0.580;   0.248;   0.220; ;  28.600;        ;    ;   0.996;        ;  48.264;   0.241;      ;      ; 269;276.77612;+06.40769
18270709+0637573;NGC6633;GIRAFFE; 3928; 188;   3.580;   0.210;   0.213;   0.150; ;  94.100;        ;    ;   0.926;        ; -24.937;   0.727; 0.284;      ; 270;276.77954;+06.63258
18270752+0622558;NGC6633;GIRAFFE; 4414; 194;   4.740;   0.170;  -0.050;   0.150; ;  24.600;        ;    ;   0.925;        ;  17.836;   0.256; 0.003;      ; 271;276.78133;+06.38217
18270752+0627556;NGC6633;GIRAFFE; 5738; 113;   4.425;   0.230;  -0.060;   0.091; ;  66.600;   1.900;   0;   0.998;        ; -28.001;   0.241;      ;      ; 272;276.78133;+06.46544
18270800+0627134;NGC6633;GIRAFFE; 4592; 150;   2.930;   0.400;   0.327;   0.260; ;  55.200;        ;    ;   1.002;        ;   6.484;   0.240;      ;      ; 273;276.78333;+06.45372
18270812+0627585;NGC6633;GIRAFFE; 5582; 867;   4.280;   0.150;   0.177;   0.320; ;  63.100;        ;    ;   0.949;        ; -60.306;   0.733; 0.026;      ; 274;276.78383;+06.46625
18270815+0643497;NGC6633;GIRAFFE; 6078;  11;   4.180;   0.170;  -0.055;   0.160; ;  70.600;        ;    ;   0.999;        ; -24.557;   0.241; 0.251;      ; 275;276.78396;+06.73047
18270822+0641288;NGC6633;GIRAFFE; 4477; 167;   2.550;   0.400;   0.194;   0.260; ;  48.600;        ;    ;   1.017;        ; -25.529;   0.248;      ;      ; 276;276.78425;+06.69133
18270825+0642005;NGC6633;GIRAFFE; 4634; 245;   2.710;   0.460;  -0.151;   0.220; ;  24.800;        ;    ;   1.023;        ; -17.157;   0.241;      ;      ; 277;276.78437;+06.70014
18270855+0634025;NGC6633;GIRAFFE; 4730; 273;   2.970;   0.440;  -0.258;   0.200; ;  17.700;        ;    ;   1.010;        ; -39.530;   0.242;      ;      ; 278;276.78562;+06.56736
18270876+0637027;NGC6633;GIRAFFE; 4564;  82;   4.840;   0.150;   0.373;   0.160; ;  85.700;        ;    ;   0.938;        ; -41.387;   0.417; 0.043;      ; 279;276.78650;+06.61742
18270890+0619186;NGC6633;GIRAFFE; 3852; 304;   4.670;   0.110;  -0.026;   0.140; ;  53.000;        ;    ;   0.807;        ;  -8.162;   0.322; 0.010;      ; 280;276.78708;+06.32183
18270891+0619028;NGC6633;GIRAFFE; 4517; 126;   2.370;   0.340;   0.014;   0.160; ;  33.700;        ;    ;   1.034;        ; -13.186;   0.251;      ;      ; 281;276.78712;+06.31744
18270907+0629126;NGC6633;GIRAFFE; 4490; 183;   4.430;   0.410;   0.199;   0.210; ;  37.500;        ;    ;   0.956;        ;   2.761;   0.271; 0.004;      ; 282;276.78779;+06.48683
18270938+0629306;NGC6633;GIRAFFE; 3995; 357;   4.340;   0.250;   0.089;   0.380; ; 102.300;        ;    ;   0.853;        ; -70.051;   0.336; 0.032;      ; 283;276.78908;+06.49183
18270975+0623372;NGC6633;GIRAFFE; 4077; 238;   4.640;   0.230;  -0.431;   0.310; ;  39.600;        ;    ;   0.884;        ; -23.111;   0.255; 0.115;      ; 284;276.79062;+06.39367
18270975+0637070;NGC6633;GIRAFFE; 4128; 234;   4.940;   0.350;  -0.245;   0.240; ;  38.700;        ;    ;   0.870;        ;  -1.396;   0.272; 0.006;      ; 285;276.79062;+06.61861
18270976+0619111;NGC6633;GIRAFFE; 4948; 115;   3.420;   0.430;   0.004;   0.140; ;  27.500;        ;    ;   1.002;        ; -42.765;   0.247;      ;      ; 286;276.79067;+06.31975
18271059+0620500;NGC6633;GIRAFFE; 4322; 269;   4.820;   0.290;  -0.267;   0.160; ;  26.100;        ;    ;   0.909;        ; -47.027;   0.253; 0.040;      ; 287;276.79412;+06.34722
18271094+0626198;NGC6633;GIRAFFE; 4728; 209;   3.300;   0.410;  -0.228;   0.130; ;  53.000;        ;    ;   1.004;        ;-120.925;   0.328;      ;      ; 288;276.79558;+06.43883
18271112+0637427;NGC6633;GIRAFFE; 6288; 111;   4.340;   0.330;  -0.128;   0.170; ;  71.600;        ;    ;   1.003;        ; -28.953;   0.241; 0.890;      ; 289;276.79633;+06.62853
18271147+0630108;NGC6633;GIRAFFE; 4374; 187;   4.690;   0.320;   0.177;   0.240; ;  57.700;        ;    ;   0.923;        ; -35.950;   0.311; 0.094;      ; 290;276.79779;+06.50300
18271164+0631060;NGC6633;GIRAFFE; 4516; 280;   4.590;   0.310;  -0.127;   0.150; ;  19.600;        ;    ;   0.948;        ; -29.058;   0.241; 0.891;      ; 291;276.79850;+06.51833
18271174+0627073;NGC6633;GIRAFFE; 3868; 230;   4.590;   0.150;  -0.016;   0.200; ;  84.200;        ;    ;   0.830;        ;  14.166;   0.259; 0.004;      ; 292;276.79892;+06.45203
18271279+0621396;NGC6633;GIRAFFE; 4920;    ;   4.645;        ;  -0.324;        ; ;        ;        ;    ;        ;        ;  -8.025;   7.391;      ;      ; 293;276.80329;+06.36100
18271295+0643135;NGC6633;GIRAFFE; 4846; 122;   3.240;   0.390;   0.064;   0.140; ;  29.900;        ;    ;   1.002;        ; -41.432;   0.241;      ;      ; 294;276.80396;+06.72042
18271302+0644127;NGC6633;GIRAFFE; 3699; 157;   4.520;   0.210;  -0.026;   0.140; ;  54.400;        ;    ;   0.823;        ; -31.439;   0.268; 0.524;      ; 295;276.80425;+06.73686
18271398+0639317;NGC6633;GIRAFFE; 4238; 228;   1.640;   1.280;  -0.822;   0.450; ;  41.800;        ;    ;   1.038;        ;-288.620;   0.266;      ;      ; 296;276.80825;+06.65881
18271468+0640311;NGC6633;GIRAFFE; 4523; 115;   2.610;   0.450;   0.135;   0.200; ;  27.200;        ;    ;   1.018;        ;  35.900;   0.241;      ;      ; 297;276.81117;+06.67531
18271528+0622578;NGC6633;GIRAFFE; 4360; 172;   4.710;   0.260;   0.178;   0.220; ;  26.600;        ;    ;   0.924;        ;  -4.756;   0.256; 0.007;      ; 298;276.81367;+06.38272
18271537+0642458;NGC6633;GIRAFFE; 5061; 144;   2.950;   0.340;  -0.115;   0.190; ;  66.000;        ;    ;   1.013;        ;  31.367;   0.241;      ;      ; 299;276.81404;+06.71272
18271538+0637189;NGC6633;GIRAFFE; 4538; 117;   2.570;   0.350;   0.193;   0.220; ;  48.300;        ;    ;   1.018;        ;  -1.561;   0.241;      ;      ; 300;276.81408;+06.62192
18271542+0638234;NGC6633;GIRAFFE; 4743; 137;   2.620;   0.290;   0.016;   0.220; ;  34.800;        ;    ;   1.019;        ;  65.547;   0.242;      ;      ; 301;276.81425;+06.63983
18271548+0640513;NGC6633;GIRAFFE; 4380; 198;   4.720;   0.310;  -0.073;   0.160; ;  16.600;        ;    ;   0.928;        ; -28.126;   0.243; 0.875;      ; 302;276.81450;+06.68092
18271637+0633171;NGC6633;GIRAFFE; 4411; 174;   2.450;   0.430;   0.099;   0.210; ;  40.700;        ;    ;   1.032;        ;  -9.891;   0.245;      ;      ; 303;276.81821;+06.55475
18271644+0642266;NGC6633;GIRAFFE; 4310; 332;   4.520;   0.290;  -0.013;   0.200; ;  44.700;        ;    ;   0.922;        ; -87.932;   0.244; 0.094;      ; 304;276.81850;+06.70739
18271722+0637235;NGC6633;GIRAFFE; 4971;  98;   2.230;   0.430;  -0.545;   0.140; ;  13.800;        ;    ;   1.012;        ;-169.177;   0.244;      ;      ; 305;276.82175;+06.62319
18271733+0619334;NGC6633;GIRAFFE; 5120;  89;   3.720;   0.140;  -0.228;   0.150; ;  30.000;        ;    ;   0.993;        ;  -1.432;   0.253; 0.008;      ; 306;276.82221;+06.32594
18271738+0636202;NGC6633;GIRAFFE; 4164; 171;   4.670;   0.120;  -0.013;   0.190; ;  66.100;        ;    ;   0.891;        ; -19.259;   0.281; 0.042;      ; 307;276.82242;+06.60561
18271760+0644071;NGC6633;GIRAFFE; 4646; 110;   2.800;   0.450;   0.043;   0.190; ;  40.600;        ;    ;   1.012;        ;   4.431;   0.244;      ;      ; 308;276.82333;+06.73531
18271780+0644416;NGC6633;GIRAFFE; 4887; 126;   4.430;   0.360;  -0.124;   0.130; ;  14.200;        ;    ;   0.977;        ; -60.570;   0.242; 0.038;      ; 309;276.82417;+06.74489
18271789+0639010;NGC6633;GIRAFFE; 5070;    ;   4.401;        ;   0.026;        ; ; 127.200;        ;    ;        ;        ;-602.207;  48.425;      ;      ; 310;276.82454;+06.65028
18271792+0637147;NGC6633;GIRAFFE; 4955; 141;   3.560;   0.410;   0.145;   0.260; ;  38.900;        ;    ;   0.998;        ;  60.181;   0.256;      ;      ; 311;276.82467;+06.62075
18271816+0632543;NGC6633;GIRAFFE; 4678; 113;   2.890;   0.390;   0.265;   0.220; ;  44.400;        ;    ;   1.003;        ;   9.078;   0.241;      ;      ; 312;276.82567;+06.54842
18271828+0642517;NGC6633;GIRAFFE; 4323; 315;   4.900;   0.370;  -0.576;   0.440; ;  91.300;        ;    ;   0.904;        ; -11.431;   0.456; 0.013;      ; 313;276.82617;+06.71436
18271871+0630074;NGC6633;GIRAFFE; 4746;  70;   2.540;   0.240;   0.109;   0.220; ;  30.200;        ;    ;   1.025;        ; -22.798;   0.244;      ;      ; 314;276.82796;+06.50206
18271873+0639393;NGC6633;GIRAFFE; 4602; 231;   2.680;   0.500;   0.194;   0.240; ;  46.600;        ;    ;   1.029;        ;  54.197;   0.244;      ;      ; 315;276.82804;+06.66092
18271891+0644334;NGC6633;GIRAFFE; 4682; 273;   2.810;   0.420;  -0.099;   0.240; ;  22.100;        ;    ;   1.013;        ;  -3.362;   0.241;      ;      ; 316;276.82879;+06.74261
18271944+0624496;NGC6633;GIRAFFE; 4504; 189;   2.650;   0.410;   0.223;   0.200; ;  59.100;        ;    ;   1.015;        ;  30.258;   0.246;      ;      ; 317;276.83100;+06.41378
18271979+0645152;NGC6633;GIRAFFE; 4723; 286;   3.210;   0.290;   0.023;   0.200; ;  15.800;        ;    ;   0.996;        ;  11.044;   0.289;      ;      ; 318;276.83246;+06.75422
18272017+0639352;NGC6633;GIRAFFE; 4691; 198;   2.940;   0.390;   0.108;   0.180; ;  30.200;        ;    ;   1.004;        ;   5.308;   0.241;      ;      ; 319;276.83404;+06.65978
18272066+0625054;NGC6633;GIRAFFE; 4480; 125;   4.700;   0.350;  -0.110;   0.150; ;  25.100;        ;    ;   0.945;        ; -17.965;   0.244; 0.038;      ; 320;276.83608;+06.41817
18272088+0630510;NGC6633;GIRAFFE; 4350; 236;   2.420;   0.460;   0.422;   0.340; ;  54.900;        ;    ;   1.018;        ;  10.405;   0.240;      ;      ; 321;276.83700;+06.51417
18272123+0643560;NGC6633;GIRAFFE; 4772; 226;   2.900;   0.440;  -0.192;   0.230; ;  21.700;        ;    ;   1.017;        ;  20.737;   0.243;      ;      ; 322;276.83846;+06.73222
18272213+0625432;NGC6633;GIRAFFE; 4927;  76;   3.350;   0.390;   0.186;   0.210; ;  57.200;        ;    ;   0.995;        ;  33.432;   0.246; 0.005;      ; 323;276.84221;+06.42867
18272280+0632384;NGC6633;GIRAFFE; 4532; 174;   2.520;   0.350;   0.026;   0.190; ;  16.500;        ;    ;   1.021;        ;  57.271;   0.241;      ;      ; 324;276.84500;+06.54400
18272303+0619289;NGC6633;GIRAFFE; 4568; 211;   4.350;   0.130;   0.005;   0.150; ;  34.000;        ;    ;   0.963;        ;  69.915;   0.656;      ;      ; 325;276.84596;+06.32469
18272331+0629335;NGC6633;GIRAFFE; 4740;  86;   2.790;   0.440;   0.105;   0.240; ;  29.200;        ;    ;   1.019;        ;  90.498;   0.244;      ;      ; 326;276.84712;+06.49264
18272333+0625398;NGC6633;GIRAFFE; 4848; 100;   2.800;   0.340;   0.011;   0.270; ;  31.800;        ;    ;   1.019;        ; 133.705;   0.246;      ;      ; 327;276.84721;+06.42772
18272354+0621239;NGC6633;GIRAFFE; 4966; 115;   3.390;   0.420;   0.067;   0.170; ;  26.500;        ;    ;   1.002;        ; -45.200;   0.241;      ;      ; 328;276.84808;+06.35664
18272424+0626476;NGC6633;GIRAFFE; 4624; 120;   2.700;   0.460;   0.139;   0.230; ;  38.000;        ;    ;   1.015;        ;  22.154;   0.244;      ;      ; 329;276.85100;+06.44656
18272450+0626239;NGC6633;GIRAFFE; 4292; 201;   4.860;   0.300;  -0.113;   0.140; ;  48.200;        ;    ;   0.904;        ;  10.101;   0.253; 0.004;      ; 330;276.85208;+06.43997
18272486+0635410;NGC6633;GIRAFFE; 3751; 310;   4.440;   0.120;  -0.056;   0.120; ;  71.300;        ;    ;   0.813;        ;   6.786;   0.529; 0.004;      ; 331;276.85358;+06.59472
18272551+0644399;NGC6633;GIRAFFE; 5994; 146;   4.130;   0.130;   0.100;   0.130; ;  68.600;        ;    ;   1.002;        ; -34.203;   0.241; 0.192;      ; 332;276.85629;+06.74442
18272553+0641584;NGC6633;GIRAFFE; 4324; 204;   4.600;   0.310;   0.213;   0.230; ;  40.100;        ;    ;   0.913;        ; -13.649;   0.274; 0.016;      ; 333;276.85637;+06.69956
