#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T13:46:06 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b8d99052c	
#INFO	-out.max=unlimited	
#INFO	queryParameters=35	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-order=I
#-out.src=J/A+A/612/A99/ic2391
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic2391}&key:source=J/A+A/612/A99/ic2391&HTTPPRM:&&-ref=VIZ5d0b8d99052c&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ic2391
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ic2391
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic2391:
#Name: J/A+A/612/A99/ic2391
#Title: Parameters for IC2391
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
_RAJ2000;_DEJ2000;CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
129.8834167;-53.0288889;08393202-5301440; IC2391;GIRAFFE; 4830;  35;   2.629;   0.040;   0.009;   0.077;<;  23.800;        ;   3;   1.016;   0.001;  34.308;   0.240;      ;      ; 187;129.88342;-53.02889
129.8847500;-52.9675000;08393234-5258030; IC2391;GIRAFFE; 4662;  78;   2.722;   0.088;  -0.036;   0.020;<;  36.200;        ;   3;   1.003;   0.004;  80.280;   0.242;      ;      ; 188;129.88475;-52.96750
129.8884167;-53.3923333;08393322-5323324; IC2391;GIRAFFE; 4967; 202;   3.110;        ;  -0.132;   0.181;<;  26.800;        ;   3;   1.014;   0.004;  54.804;   0.246;      ;      ; 189;129.88842;-53.39233
129.8891250;-52.4713333;08393339-5228168; IC2391;GIRAFFE; 4832;  75;   2.609;   0.110;  -0.066;   0.069;<;  32.800;        ;   3;   1.019;   0.003;  47.948;   0.241;      ;      ; 190;129.88912;-52.47133
129.8897917;-52.7115278;08393355-5242415; IC2391;GIRAFFE; 4981; 175;   3.180;        ;  -0.115;   0.168;<;  15.800;        ;   3;   1.012;   0.003;  50.185;   0.241;      ;      ; 191;129.88979;-52.71153
129.8900833;-52.8272500;08393362-5249381; IC2391;GIRAFFE; 4641;    ;   2.700;        ;  -0.007;        ;<;  48.500;        ;   3;   1.019;   0.004;  46.616;   0.241;      ;      ; 192;129.89008;-52.82725
129.8914583;-53.7898333;08393395-5347234; IC2391;GIRAFFE; 4526; 145;   2.900;        ;   0.111;   0.058; ;  78.533;   6.461;   0;   1.027;   0.001;  -4.716;   0.240;      ;      ; 193;129.89146;-53.78983
129.8925417;-52.8897222;08393421-5253230; IC2391;GIRAFFE; 4880; 123;   3.010;        ;  -0.141;   0.161; ;  39.467;   8.309;   0;   1.013;   0.004;  99.953;   0.242;      ;      ; 194;129.89254;-52.88972
129.9014583;-52.4556944;08393635-5227205; IC2391;GIRAFFE; 5024; 119;   3.200;        ;  -0.046;   0.069;<;  20.600;        ;   3;   1.019;   0.003;  38.643;   0.241;      ;      ; 195;129.90146;-52.45569
129.9084167;-52.7136389;08393802-5242491; IC2391;GIRAFFE; 5026; 133;   2.464;        ;  -0.134;   0.204;<;  22.400;        ;   3;   1.010;   0.004;  50.995;   0.243;      ;      ; 196;129.90842;-52.71364
129.9084167;-53.6151111;08393802-5336544; IC2391;GIRAFFE; 5008;  85;   3.140;        ;  -0.063;   0.095;<;  23.900;        ;   3;   1.018;   0.003;  33.098;   0.242;      ;      ; 197;129.90842;-53.61511
129.9138333;-53.1858611;08393932-5311091; IC2391;GIRAFFE; 5019;  15;   2.848;   0.020;  -0.004;   0.020;<;  29.200;        ;   3;   1.016;   0.002;  17.914;   0.240;      ;      ; 198;129.91383;-53.18586
129.9188333;-53.6114444;08394052-5336412; IC2391;GIRAFFE; 4629; 135;   2.504;   0.204;   0.052;   0.056;<;  45.000;        ;   3;   1.018;   0.005;  -1.524;   0.243;      ;      ; 199;129.91883;-53.61144
129.9190000;-53.1020556;08394056-5306074; IC2391;GIRAFFE; 4249;    ;   2.347;        ;   0.075;        ; ;        ;        ;    ;        ;        ;  15.934;   1.927; 0.946;      ; 200;129.91900;-53.10206
129.9225417;-53.0676389;08394141-5304035; IC2391;GIRAFFE; 3399;    ;   4.589;        ;        ;        ; ;  29.500;        ;   0;   0.826;   0.015;  19.687;   0.407; 0.386;      ; 201;129.92254;-53.06764
129.9235833;-53.7044167;08394166-5342159; IC2391;GIRAFFE; 4807;   7;   2.621;   0.080;  -0.027;   0.120;<;  27.900;        ;   3;   1.017;   0.002;  25.415;   0.240;      ;      ; 202;129.92358;-53.70442
129.9251250;-53.9552500;08394203-5357189; IC2391;GIRAFFE; 3905;    ;   4.256;        ;  -0.075;        ; ; 113.100;        ;   0;   0.868;   0.018;   6.325;   0.833; 0.249;      ; 203;129.92512;-53.95525
129.9258750;-53.7114444;08394221-5342412; IC2391;GIRAFFE; 4922; 140;   3.133;   0.008;   0.002;   0.041;<;  48.600;        ;   3;   1.002;   0.002;  -1.169;   0.241;      ;      ; 204;129.92587;-53.71144
129.9278333;-52.8766111;08394268-5252358; IC2391;GIRAFFE; 5130;    ;   3.120;        ;   0.488;        ;<;  44.700;        ;   3;   1.052;   0.006; -15.834;   0.250;      ;      ; 205;129.92783;-52.87661
129.9355833;-53.3622500;08394454-5321441; IC2391;GIRAFFE; 4655;  59;   2.424;   0.060;  -0.008;   0.030;<;  35.500;        ;   3;   1.018;   0.004;  58.402;   0.241;      ;      ; 206;129.93558;-53.36225
129.9357917;-53.6316111;08394459-5337538; IC2391;GIRAFFE; 4588; 329;   4.554;   0.019;  -0.143;   0.010;<;  24.600;        ;   3;   0.917;   0.011;  29.112;   0.329;      ;      ; 207;129.93579;-53.63161
129.9385000;-53.1955833;08394524-5311441; IC2391;GIRAFFE; 4980; 124;   3.190;        ;  -0.066;   0.134;<;  39.100;        ;   3;   1.024;   0.005;  25.970;   0.246;      ;      ; 208;129.93850;-53.19558
129.9517917;-53.2328611;08394843-5313583; IC2391;GIRAFFE; 3335;    ;   3.976;        ;  -0.193;        ;<; 100.000;        ;   3;   0.859;   0.015;  14.515;   0.503; 0.976;      ; 209;129.95179;-53.23286
129.9592917;-53.5973056;08395023-5335503; IC2391;GIRAFFE; 4631; 124;   2.700;        ;  -0.143;   0.130; ;  49.300;   4.497;   0;   1.027;   0.004;  57.897;   0.242;      ;      ; 210;129.95929;-53.59731
129.9629583;-53.1816389;08395111-5310539; IC2391;GIRAFFE; 4613; 148;   2.700;        ;  -0.121;   0.110;<;  37.600;        ;   3;   1.019;   0.004;  63.496;   0.243;      ;      ; 211;129.96296;-53.18164
129.9646667;-53.2544167;08395152-5315159; IC2391;GIRAFFE; 4726; 112;   2.549;   0.147;   0.005;   0.082; ; 246.733;  10.107;   0;   1.017;   0.003;  26.907;   0.241;      ;      ; 212;129.96467;-53.25442
129.9665000;-53.4876389;08395196-5329155; IC2391;GIRAFFE; 4658;  33;   2.461;   0.115;  -0.042;   0.078; ;  26.200;   5.280;   0;   1.017;   0.003;   5.755;   0.241;      ;      ; 213;129.96650;-53.48764
129.9666250;-53.0979444;08395199-5305526; IC2391;GIRAFFE; 4622;  63;   2.523;   0.198;   0.130;   0.029;<;  43.500;        ;   3;   1.028;   0.006;  22.462;   0.246;      ;      ; 214;129.96662;-53.09794
129.9736250;-53.3010000;08395367-5318036; IC2391;GIRAFFE; 3837;  97;   4.650;        ;  -0.130;        ; ;  73.867;  24.521;   0;   0.833;   0.003;  14.476;   0.242; 0.977;      ; 215;129.97362;-53.30100
129.9740833;-53.6520833;08395378-5339075; IC2391;GIRAFFE; 5141;    ;   2.514;        ;  -0.068;        ; ;  24.167;   4.089;   0;   1.012;   0.004;  30.011;   0.242;      ;      ; 216;129.97408;-53.65208
129.9780833;-53.6011111;08395474-5336040; IC2391;GIRAFFE; 5106;  75;   4.021;        ;  -0.063;   0.129;<;  16.900;        ;   3;   1.015;   0.003;   7.775;   0.242;      ;      ; 217;129.97808;-53.60111
129.9799583;-53.8897222;08395519-5353230; IC2391;GIRAFFE; 4770;   4;   2.558;   0.086;  -0.084;   0.036;<;  26.800;        ;   3;   1.020;   0.003;  55.561;   0.241;      ;      ; 218;129.97996;-53.88972
129.9850417;-52.7366944;08395641-5244121; IC2391;GIRAFFE; 5057; 144;   5.000;        ;  -0.072;   0.145;<;  11.500;        ;   3;   1.019;   0.003;  16.354;   0.241;      ;      ; 219;129.98504;-52.73669
129.9851667;-53.7759167;08395644-5346333; IC2391;GIRAFFE; 4743;  25;   2.562;   0.066;  -0.049;   0.001;<;  28.200;        ;   3;   1.020;   0.002;  53.762;   0.240;      ;      ; 220;129.98517;-53.77592
129.9929167;-52.3957778;08395830-5223448; IC2391;GIRAFFE; 4642;  83;   2.412;   0.140;  -0.016;   0.085;<;  38.700;        ;   3;   1.020;   0.002;   7.524;   0.240;      ;      ; 221;129.99292;-52.39578
129.9932500;-52.3054722;08395838-5218197; IC2391;GIRAFFE; 4957; 172;   3.210;        ;  -0.076;   0.135;<;  21.900;        ;   3;   1.015;   0.002;  35.136;   0.241;      ;      ; 222;129.99325;-52.30547
129.9945833;-52.8846389;08395870-5253047; IC2391;GIRAFFE; 5103;  17;   3.350;        ;  -0.008;   0.041;<;  20.000;        ;   3;   1.014;   0.001;   4.011;   0.240;      ;      ; 223;129.99458;-52.88464
129.9972083;-52.5331944;08395933-5231595; IC2391;GIRAFFE; 5025; 162;   3.330;        ;  -0.081;   0.161;<;  23.800;        ;   3;   1.020;   0.002;  21.090;   0.240;      ;      ; 224;129.99721;-52.53319
130.0035417;-53.3178889;08400085-5319044; IC2391;GIRAFFE; 5049;  76;   3.370;   0.067;  -0.028;   0.056; ;  40.900;        ;   0;   1.000;   0.002; -11.134;   0.240;      ;      ; 225;130.00354;-53.31789
130.0084583;-52.8112222;08400203-5248404; IC2391;GIRAFFE; 5127;    ;   2.638;        ;   0.043;        ; ;  37.750;   1.500;   0;   1.011;   0.002;  -1.379;   0.240;      ;      ; 226;130.00846;-52.81122
130.0143750;-53.1075833;08400345-5306273; IC2391;GIRAFFE; 5025;   9;   2.644;   0.054;  -0.266;   0.019;<;   8.700;        ;   3;   1.019;   0.001;   5.949;   0.240;      ;      ; 227;130.01437;-53.10758
130.0148750;-53.5147500;08400357-5330531; IC2391;GIRAFFE; 5108; 176;   3.800;        ;  -0.292;   0.219;<;   8.500;        ;   3;   1.008;   0.002;  18.634;   0.241;      ;      ; 228;130.01487;-53.51475
130.0212917;-52.5698889;08400511-5234116; IC2391;GIRAFFE; 4754; 145;   2.930;        ;  -0.198;   0.138;<;  21.700;        ;   3;   1.008;   0.003;  76.549;   0.241;      ;      ; 229;130.02129;-52.56989
130.0237917;-53.0999722;08400571-5305599; IC2391;GIRAFFE; 4876;  50;   3.117;   0.118;   0.144;   0.024;<;  32.600;        ;   3;   1.013;   0.002;  -7.207;   0.240;      ;      ; 230;130.02379;-53.09997
130.0240000;-53.9121389;08400576-5354437; IC2391;GIRAFFE; 5022; 118;   3.390;        ;  -0.237;   0.208;<;   9.400;        ;   3;   1.006;   0.002;  88.480;   0.241;      ;      ; 231;130.02400;-53.91214
130.0259583;-53.4131944;08400623-5324475; IC2391;GIRAFFE; 3728;   0;   4.549;   0.198;  -0.170;        ;<; 100.000;        ;   3;   0.817;   0.004;  21.804;   0.243; 0.296;      ; 232;130.02596;-53.41319
130.0338333;-53.4045833;08400812-5324165; IC2391;GIRAFFE; 4886;   9;   2.735;   0.024;   0.009;   0.039;<;  27.700;        ;   3;   1.013;   0.002;  44.799;   0.240;      ;      ; 233;130.03383;-53.40458
130.0416667;-52.5865000;08401000-5235114; IC2391;GIRAFFE; 8215;    ;   4.677;        ;        ;        ; ; 281.300;        ;    ;   0.845;        ;  17.518;   1.831; 0.899;      ; 234;130.04167;-52.58650
130.0425833;-53.7505833;08401022-5345021; IC2391;GIRAFFE; 4612; 150;   2.710;        ;  -0.122;   0.111;<;  32.000;        ;   3;   1.018;   0.003;  54.852;   0.241;      ;      ; 235;130.04258;-53.75058
130.0441667;-52.8642222;08401060-5251512; IC2391;GIRAFFE; 4909; 127;   3.030;        ;  -0.105;   0.116;<;  23.300;        ;   3;   1.012;   0.003;  45.819;   0.241;      ;      ; 236;130.04417;-52.86422
130.0443333;-53.6066389;08401064-5336239; IC2391;GIRAFFE; 4894; 154;   3.130;        ;  -0.090;   0.142;<;  21.700;        ;   3;   1.011;   0.003;  19.074;   0.241;      ;      ; 237;130.04433;-53.60664
130.0459167;-52.7145556;08401102-5242524; IC2391;GIRAFFE; 4727; 169;   2.810;        ;  -0.074;   0.131;<;  26.000;        ;   3;   1.016;   0.003;  14.920;   0.242;      ;      ; 238;130.04592;-52.71456
130.0585417;-53.3068889;08401405-5318248; IC2391;GIRAFFE; 5031; 178;   3.420;        ;  -0.155;   0.243;<;  14.200;        ;   3;   1.012;   0.003;  48.969;   0.242;      ;      ; 239;130.05854;-53.30689
130.0592083;-52.4400000;08401421-5226240; IC2391;GIRAFFE; 4712;  11;   2.535;   0.097;  -0.051;   0.016;<;  31.600;        ;   3;   1.019;   0.002;  52.837;   0.240;      ;      ; 240;130.05921;-52.44000
130.0638750;-53.4252778;08401533-5325310; IC2391;GIRAFFE; 4639;  21;   2.359;   0.085;  -0.040;        ;<;  26.900;        ;   3;   1.026;   0.004;  14.302;   0.241;      ;      ; 241;130.06387;-53.42528
130.0670417;-53.4298889;08401609-5325476; IC2391;GIRAFFE; 3269;    ;   4.751;        ;        ;        ; ;  57.000;        ;   0;   0.840;   0.017;  15.136;   0.575; 0.974;      ; 242;130.06704;-53.42989
130.0742500;-53.6109167;08401782-5336393; IC2391;GIRAFFE; 4676; 120;   2.718;   0.060;  -0.097;   0.039;<;  45.600;        ;   3;   1.003;   0.005;  61.195;   0.244;      ;      ; 243;130.07425;-53.61092
130.0762083;-53.5080000;08401829-5330288; IC2391;GIRAFFE; 4458; 225;   4.381;   0.175;   0.015;   0.120; ;  65.367;   9.078;   0;   0.927;   0.003;  14.598;   0.241;      ;      ; 244;130.07621;-53.50800
130.0793750;-52.3282500;08401905-5219417; IC2391;GIRAFFE; 5029;  95;   3.250;        ;  -0.045;   0.068;<;  26.000;        ;   3;   1.015;   0.004;  56.105;   0.243;      ;      ; 245;130.07937;-52.32825
130.0866250;-53.4098611;08402079-5324355; IC2391;GIRAFFE; 5025;  86;   3.240;        ;  -0.046;   0.053;<;  25.700;        ;   3;   1.022;   0.005;  44.093;   0.245;      ;      ; 246;130.08662;-53.40986
130.0908333;-53.6709722;08402180-5340155; IC2391;GIRAFFE; 4972; 112;   3.130;        ;  -0.032;   0.048;<;  26.200;        ;   3;   1.019;   0.002;  28.632;   0.240;      ;      ; 247;130.09083;-53.67097
130.0912083;-53.7014722;08402189-5342053; IC2391;GIRAFFE; 4935; 187;   2.634;        ;  -0.070;   0.108;<;  18.100;        ;   3;   1.019;   0.004;  22.310;   0.244;      ;      ; 248;130.09121;-53.70147
130.0956250;-53.6126667;08402295-5336456; IC2391;GIRAFFE; 4866;  84;   2.670;   0.122;  -0.084;   0.020;<;  20.900;        ;   3;   1.018;   0.002;  43.255;   0.240;      ;      ; 249;130.09562;-53.61267
130.0963750;-53.7500000;08402313-5345000; IC2391;GIRAFFE; 4893; 191;   3.130;        ;  -0.085;   0.150;<;  28.400;        ;   3;   1.019;   0.004;  -3.192;   0.242;      ;      ; 250;130.09637;-53.75000
130.1136667;-52.7326944;08402728-5243577; IC2391;GIRAFFE; 4930; 256;   3.300;        ;  -0.197;   0.208;<;  16.200;        ;   3;   1.009;   0.004;  40.279;   0.244;      ;      ; 251;130.11367;-52.73269
130.1204167;-52.4277222;08402890-5225398; IC2391;GIRAFFE; 4560; 189;   2.710;        ;   0.054;   0.069;<;  46.400;        ;   3;   1.023;   0.004;  28.653;   0.242;      ;      ; 252;130.12042;-52.42772
130.1224583;-53.1804444;08402939-5310496; IC2391;GIRAFFE; 4664;  77;   2.478;   0.164;  -0.091;   0.076;<;  27.800;        ;   3;   1.016;   0.003;  50.461;   0.241;      ;      ; 253;130.12246;-53.18044
130.1247083;-53.4855278;08402993-5329079; IC2391;GIRAFFE; 4762;  31;   2.601;   0.136;  -0.079;   0.013; ;  56.150;   3.670;   0;   1.020;   0.005;  35.761;   0.250;      ;      ; 254;130.12471;-53.48553
130.1300000;-53.1956389;08403120-5311443; IC2391;GIRAFFE; 4807;  34;   2.635;   0.096;  -0.093;   0.033; ;  44.167;   8.894;   0;   1.020;   0.004;  47.612;   0.243;      ;      ; 255;130.13000;-53.19564
130.1438750;-53.0516111;08403453-5303058; IC2391;GIRAFFE; 5013;  67;   3.150;        ;  -0.018;   0.041; ;  29.150;   3.120;   0;   1.023;   0.004;   2.202;   0.244;      ;      ; 256;130.14387;-53.05161
130.1449583;-52.7573611;08403479-5245265; IC2391;GIRAFFE; 4906; 232;   2.523;        ;  -0.096;   0.187;<;  21.100;        ;   3;   1.021;   0.004;  17.432;   0.244;      ;      ; 257;130.14496;-52.75736
130.1490833;-53.2491944;08403578-5314571; IC2391;GIRAFFE; 4672;  54;   2.531;   0.117;  -0.004;   0.035;<;  37.700;        ;   3;   1.015;   0.004;  76.515;   0.241;      ;      ; 258;130.14908;-53.24919
130.1561667;-53.1285278;08403748-5307427; IC2391;GIRAFFE; 3280; 255;   4.783;   0.025;  -0.270;        ;<; 100.000;        ;   3;   0.799;   0.008; 467.495;   0.668;      ;      ; 259;130.15617;-53.12853
130.1594167;-53.2949167;08403826-5317417; IC2391;GIRAFFE; 4632;  94;   2.452;   0.045;  -0.062;   0.047;<;  32.700;        ;   3;   1.010;   0.003;  47.774;   0.241;      ;      ; 260;130.15942;-53.29492
130.1600417;-53.1082222;08403841-5306296; IC2391;GIRAFFE; 5014; 168;   3.300;        ;  -0.143;   0.163; ;  27.467;   2.838;   0;   1.019;   0.003; -14.322;   0.242;      ;      ; 261;130.16004;-53.10822
130.1602917;-53.4901944;08403847-5329247; IC2391;GIRAFFE; 4845;  78;   2.638;   0.126;  -0.019;   0.073;<;  29.400;        ;   3;   1.021;   0.003;  15.276;   0.241;      ;      ; 262;130.16029;-53.49019
130.1645833;-53.0103056;08403950-5300371; IC2391;GIRAFFE; 4556;  75;   2.355;   0.158;   0.006;   0.062;<;  58.200;        ;   3;   1.025;   0.006;  96.852;   0.244;      ;      ; 263;130.16458;-53.01031
130.1658333;-52.7663333;08403980-5245588; IC2391;GIRAFFE; 4597;  85;   2.343;   0.103;  -0.087;   0.071;<;  42.100;        ;   3;   1.013;   0.002;  39.930;   0.240;      ;      ; 264;130.16583;-52.76633
130.1701667;-53.2254722;08404084-5313317; IC2391;GIRAFFE; 4536;    ;   2.528;        ;   0.206;        ; ; 497.000;        ;    ;   0.886;        ;  17.735;   2.677; 0.901;      ; 265;130.17017;-53.22547
130.1702083;-52.9778333;08404085-5258402; IC2391;GIRAFFE; 4686;  71;   2.710;        ;  -0.089;   0.105;<;  31.100;        ;   3;   1.033;   0.007;  28.222;   0.251;      ;      ; 266;130.17021;-52.97783
130.1838333;-53.2733611;08404412-5316241; IC2391;GIRAFFE; 4848;  63;   2.652;   0.077;  -0.057;   0.054;<;  25.300;        ;   3;   1.015;   0.003;  41.198;   0.242;      ;      ; 267;130.18383;-53.27336
130.1838750;-52.5502778;08404413-5233010; IC2391;GIRAFFE; 4831; 128;   2.706;   0.080;  -0.111;   0.061;<;  28.600;        ;   3;   1.010;   0.004;  86.694;   0.243;      ;      ; 268;130.18387;-52.55028
130.1880417;-52.8144722;08404513-5248521; IC2391;GIRAFFE; -999;    ;        ;        ;        ;        ; ; 102.100;        ;    ;        ;        ; -25.113;   0.240;      ;      ; 269;130.18804;-52.81447
130.1934583;-53.8022778;08404643-5348082; IC2391;GIRAFFE; 5106; 154;   4.100;        ;  -0.424;   0.184; ;  16.967;   5.408;   0;   1.002;   0.003;  76.000;   0.242;      ;      ; 270;130.19346;-53.80228
130.1972500;-53.0486944;08404734-5302553; IC2391;GIRAFFE; 4684;  11;   2.479;   0.017;  -0.055;   0.034; ;  59.067;  10.342;   0;   1.014;   0.006;  77.808;   0.247;      ;      ; 271;130.19725;-53.04869
130.1998333;-53.5856389;08404796-5335083; IC2391;GIRAFFE; 4672;  32;   2.428;   0.072;  -0.023;   0.010; ; 112.133;  13.747;   0;   1.022;   0.004;  52.069;   0.242;      ;      ; 272;130.19983;-53.58564
130.2004167;-53.0796111;08404810-5304466; IC2391;GIRAFFE; 4981; 126;   3.200;        ;  -0.020;   0.060;<;  27.500;        ;   3;   1.019;   0.003;  21.481;   0.241;      ;      ; 273;130.20042;-53.07961
130.2055833;-52.8395278;08404934-5250223; IC2391;GIRAFFE; 4583;  71;   2.382;   0.159;   0.029;   0.015;<;  38.400;        ;   3;   1.025;   0.005;  49.341;   0.242;      ;      ; 274;130.20558;-52.83953
130.2137083;-52.9284167;08405129-5255423; IC2391;GIRAFFE; 4931; 169;   3.120;        ;  -0.030;   0.059;<;  23.400;        ;   3;   1.010;   0.004;  -5.423;   0.244;      ;      ; 275;130.21371;-52.92842
130.2154167;-53.6946944;08405170-5341409; IC2391;GIRAFFE; 4914;   8;   2.724;   0.060;  -0.083;   0.019;<;  29.000;        ;   3;   1.018;   0.005; 115.968;   0.246;      ;      ; 276;130.21542;-53.69469
130.2180000;-52.7796944;08405232-5246469; IC2391;GIRAFFE; 4978; 143;   3.190;        ;  -0.114;   0.184; ;  51.067;   3.887;   0;   1.013;   0.004;   5.630;   0.243;      ;      ; 277;130.21800;-52.77969
130.2191250;-53.5660000;08405259-5333576; IC2391;GIRAFFE; 4609;    ;   3.980;        ;   0.837;        ; ; 179.450;   3.200;   0;   1.016;   0.004;  41.148;   0.241;      ;      ; 278;130.21912;-53.56600
130.2196667;-53.7735278;08405272-5346247; IC2391;GIRAFFE; 4831; 243;   3.130;        ;  -0.123;   0.201; ;  40.967;   7.683;   0;   1.020;   0.005;  26.424;   0.247;      ;      ; 279;130.21967;-53.77353
130.2253333;-53.4691389;08405408-5328089; IC2391;GIRAFFE; 4654;   3;   2.388;   0.100;  -0.087;   0.040;<;  33.800;        ;   3;   1.024;   0.003; -10.685;   0.241;      ;      ; 280;130.22533;-53.46914
130.2255833;-53.1303333;08405414-5307492; IC2391;GIRAFFE; 4889; 108;   2.733;   0.083;  -0.045;   0.067;<;  27.000;        ;   3;   1.012;   0.003;  34.608;   0.241;      ;      ; 281;130.22558;-53.13033
130.2299583;-52.5805278;08405519-5234499; IC2391;GIRAFFE; 7133;    ;        ;        ;        ;        ; ;        ;        ;    ;        ;        ;  44.843;  19.228; 0.589;      ; 282;130.22996;-52.58053
130.2328333;-52.7946667;08405588-5247408; IC2391;GIRAFFE; 4544;  25;   2.234;   0.081;  -0.042;   0.077;<;  47.100;        ;   3;   1.029;   0.003;  32.321;   0.240;      ;      ; 283;130.23283;-52.79467
130.2351250;-53.1419167;08405643-5308309; IC2391;GIRAFFE; 4666; 149;   2.615;   0.025;  -0.131;   0.198; ; 357.700;   5.950;   0;   1.004;   0.008;  54.989;   0.255;      ;      ; 284;130.23512;-53.14192
130.2373750;-52.7368611;08405697-5244127; IC2391;GIRAFFE; 4968; 193;   3.929;        ;  -0.188;   0.211;<;  28.000;        ;   3;   1.014;   0.003;  47.774;   0.242;      ;      ; 285;130.23737;-52.73686
130.2396667;-52.6390833;08405752-5238207; IC2391;GIRAFFE; 3690;  12;   4.660;        ;  -0.190;        ;<; 100.000;        ;   3;   0.824;   0.004;  14.175;   0.244; 0.972;      ; 286;130.23967;-52.63908
130.2500833;-52.7393056;08410002-5244215; IC2391;GIRAFFE; 5030; 121;   3.280;        ;  -0.050;   0.090;<;  18.100;        ;   3;   1.020;   0.002;  43.477;   0.241;      ;      ; 287;130.25008;-52.73931
130.2512500;-52.6924444;08410030-5241328; IC2391;GIRAFFE; 5010; 183;   3.250;        ;  -0.080;   0.159;<;  10.700;        ;   3;   1.013;   0.003;  12.095;   0.242;      ;      ; 288;130.25125;-52.69244
