#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T14:23:32 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0b96cbb391	
#INFO	-out.max=unlimited	
#INFO	queryParameters=31	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ic4665}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ic4665
#-order=I
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ic4665:
#Name: J/A+A/612/A99/ic4665
#Title: Parameters for IC4665
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
17454838+0531231; IC4665;GIRAFFE; 4821; 174;   2.439;   0.196;  -0.244;   0.097;<;  13.900;        ;   3;   1.021;   0.004;  -3.811;   0.244;      ;      ; 226;266.45158;+05.52308
17454857+0549044; IC4665;GIRAFFE; 5209;  70;   3.562;   0.021;  -0.141;   0.109;<;  29.700;        ;   3;   1.002;   0.015;  33.179;   0.431;      ;      ; 227;266.45237;+05.81789
17454867+0600413; IC4665;GIRAFFE; 4872;    ;   4.171;        ;  -0.245;        ;<;  32.900;        ;   3;   0.930;   0.009; -54.450;   0.261;      ;      ; 228;266.45279;+06.01147
17454929+0540482; IC4665;GIRAFFE; 5783;  97;   4.307;   0.049;   0.101;   0.057;<;  35.600;        ;   3;   0.989;   0.005;  16.424;   0.248;      ;      ; 229;266.45537;+05.68006
17454943+0601272; IC4665;GIRAFFE; 5983;  59;   4.123;   0.119;   0.026;   0.081; ;  50.150;   1.925;   0;   0.998;   0.003;  17.378;   0.245;      ;      ; 230;266.45596;+06.02422
17454961+0525508; IC4665;GIRAFFE; 5342;  61;   4.025;   0.187;  -0.098;   0.040; ;  21.300;   4.965;   0;   0.991;   0.005;  24.560;   0.255;      ;      ; 231;266.45671;+05.43078
17454987+0607516; IC4665;GIRAFFE; 3966; 151;   4.410;        ;  -0.286;   0.207; ;  73.500;        ;   0;   0.873;   0.007; -76.652;   0.258; 0.006;      ; 232;266.45779;+06.13100
17455032+0607308; IC4665;GIRAFFE; 4662;  30;   2.279;   0.064;  -0.416;   0.102;<;  23.800;        ;   3;   1.010;   0.006;  35.383;   0.249;      ;      ; 233;266.45967;+06.12522
17455051+0603468; IC4665;GIRAFFE; 4777; 187;   2.701;   0.040;  -0.187;   0.190;<;  37.900;        ;   3;   1.005;   0.007;  50.039;   0.253;      ;      ; 234;266.46046;+06.06300
17455125+0525437; IC4665;GIRAFFE; 5072;  71;   3.320;        ;  -0.189;   0.122;<;  26.300;        ;   3;   0.998;   0.005;  25.511;   0.244;      ;      ; 235;266.46354;+05.42881
17455152+0531537; IC4665;GIRAFFE; 4894; 153;   2.940;        ;  -0.161;   0.143;<;   7.300;        ;   3;   1.025;   0.004; -39.114;   0.243;      ;      ; 236;266.46467;+05.53158
17455188+0559245; IC4665;GIRAFFE; 4097; 216;   4.572;   0.069;  -0.038;   0.171; ;  76.700;        ;   0;   0.846;   0.011; -23.294;   0.312; 0.064;      ; 237;266.46617;+05.99014
17455219+0522487; IC4665;GIRAFFE; 4793;  51;   2.130;        ;  -0.871;   0.103;<;  11.100;        ;   3;   1.037;   0.005;-154.970;   0.255;      ;      ; 238;266.46746;+05.38019
17455263+0535364; IC4665;GIRAFFE; 4614;  47;   2.435;   0.129;   0.056;   0.036;<;  44.800;        ;   3;   1.025;   0.004; -70.009;   0.241;      ;      ; 239;266.46929;+05.59344
17455281+0517052; IC4665;GIRAFFE; 6176;  76;   3.925;   0.068;  -0.110;   0.075; ;  64.000;   3.055;   0;   1.005;   0.005; -13.502;   0.263; 0.945;      ; 240;266.47004;+05.28478
17455294+0546267; IC4665;GIRAFFE; 4285; 201;   4.574;   0.033;   0.164;   0.302;<;  34.700;        ;   3;   0.885;   0.007;  27.593;   0.248;      ;      ; 241;266.47058;+05.77408
17455308+0536293; IC4665;GIRAFFE; 5247; 170;   3.690;   0.126;   0.010;   0.079; ;  32.500;   3.500;   0;   0.994;   0.005; -13.751;   0.256;      ;      ; 242;266.47117;+05.60814
17455394+0559234; IC4665;GIRAFFE; 3888; 177;   4.599;   0.062;  -0.140;        ; ; 134.700;        ;   0;   0.807;   0.011;  -5.218;   0.342; 0.086;      ; 243;266.47475;+05.98983
17455487+0533252; IC4665;GIRAFFE; 4564;  88;   4.396;   0.113;  -0.001;   0.102;<;  18.700;        ;   3;   0.944;   0.004;  17.702;   0.243;      ;      ; 244;266.47862;+05.55700
17455592+0521315; IC4665;GIRAFFE; 4655;  52;   2.408;   0.144;  -0.047;   0.086;<;  32.500;        ;   3;   1.023;   0.005; -59.255;   0.244;      ;      ; 245;266.48300;+05.35875
17455598+0602542; IC4665;GIRAFFE; 5653;  98;   4.491;   0.139;   0.018;   0.146; ; 239.633;   5.668;   0;   0.996;   0.003; -15.003;   0.243;      ;      ; 246;266.48325;+06.04839
17455616+0608460; IC4665;GIRAFFE; 4896; 233;   3.225;   0.030;  -0.074;   0.149;<;  18.600;        ;   3;   0.998;   0.006;   6.094;   0.248;      ;      ; 247;266.48400;+06.14611
17455640+0608291; IC4665;GIRAFFE; 4926; 216;   3.470;        ;  -0.378;   0.250;<;  19.200;        ;   3;   1.020;   0.006; -37.269;   0.256;      ;      ; 248;266.48500;+06.14142
17455673+0552240; IC4665;GIRAFFE; 3996; 157;   4.511;   0.073;  -0.265;   0.186;<;  39.600;        ;   3;   0.846;   0.008;  10.951;   0.273; 0.020;      ; 249;266.48637;+05.87333
17455679+0522334; IC4665;GIRAFFE; 5760;    ;   4.009;        ;  -0.030;        ; ; 138.700;   3.236;   0;   1.000;   0.002; -24.789;   0.249; 0.073;      ; 250;266.48662;+05.37594
17455682+0529055; IC4665;GIRAFFE; 4851;  57;   2.724;   0.102;  -0.153;   0.130;<;  23.700;        ;   3;   1.009;   0.004;  43.867;   0.243;      ;      ; 251;266.48675;+05.48486
17455685+0603582; IC4665;GIRAFFE; 4687; 208;   2.247;        ;  -0.342;   0.094;<;  14.800;        ;   3;   1.024;   0.003;  -9.556;   0.241;      ;      ; 252;266.48687;+06.06617
17455717+0601224; IC4665;GIRAFFE; 5665;    ;   4.600;        ;  -0.012;        ; ;  38.500;        ;    ;   1.027;        ; -42.328;   0.247;      ;      ; 253;266.48821;+06.02289
17455842+0521010; IC4665;GIRAFFE; 4720;  43;   2.871;   0.106;   0.020;        ;<;  49.900;        ;   3;   1.004;   0.005; -44.071;   0.244;      ;      ; 254;266.49342;+05.35028
17455849+0538087; IC4665;GIRAFFE; 5159;  44;   3.440;        ;   0.087;   0.088;<;  36.300;        ;   3;   0.977;   0.004; -30.116;   0.244;      ;      ; 255;266.49371;+05.63575
17455931+0541010; IC4665;GIRAFFE; 3899; 113;   4.585;   0.083;  -0.080;   0.067; ;  99.700;        ;   0;   0.825;   0.012; -44.964;   0.306; 0.009;      ; 256;266.49712;+05.68361
17455945+0550392; IC4665;GIRAFFE; 5059;  64;   3.230;        ;  -0.203;   0.130;<;   9.200;        ;   3;   1.016;   0.005;  52.685;   0.246;      ;      ; 257;266.49771;+05.84422
17455960+0554007; IC4665;GIRAFFE; 4411; 213;   2.554;        ;  -0.177;   0.118;<;  19.800;        ;   3;   1.027;   0.003;  -0.363;   0.241;      ;      ; 258;266.49833;+05.90019
17455975+0604227; IC4665;GIRAFFE; 3293;    ;   4.210;        ;   0.068;        ;<; 100.000;        ;   3;   0.868;   0.009; -78.449;   0.265; 0.007;      ; 259;266.49896;+06.07297
17455991+0608556; IC4665;GIRAFFE; 4562; 198;   2.250;        ;  -0.465;   0.082; ;  28.100;        ;   0;   1.044;   0.007;-246.295;   0.252;      ;      ; 260;266.49962;+06.14878
17460061+0536037; IC4665;GIRAFFE; 4918;   6;   3.573;        ;  -0.019;   0.122;<;  19.400;        ;   3;   1.001;   0.008;  35.961;   0.259;      ;      ; 261;266.50254;+05.60103
17460089+0537064; IC4665;GIRAFFE; 4703;  28;   2.432;   0.047;  -0.074;   0.035;<;  28.500;        ;   3;   1.015;   0.005; -52.593;   0.244;      ;      ; 262;266.50371;+05.61844
17460097+0600085; IC4665;GIRAFFE; 4077;  27;   4.606;   0.074;  -0.235;   0.115;<;  31.500;        ;   3;   0.866;   0.006;  27.667;   0.251; 0.013;      ; 263;266.50404;+06.00236
17460173+0537166; IC4665;GIRAFFE; 5645;  28;   3.971;        ;   0.089;   0.126;<;  17.000;        ;   3;   0.993;   0.005;  12.961;   0.255;      ;      ; 264;266.50721;+05.62128
17460197+0550254; IC4665;GIRAFFE; 4071; 255;   4.465;   0.083;  -0.152;   0.038; ;  80.800;        ;   0;   0.852;   0.008; -24.659;   0.259; 0.059;      ; 265;266.50821;+05.84039
17460207+0539448; IC4665;GIRAFFE; 4353;    ;   3.195;        ;   0.180;        ; ;  26.000;        ;    ;   0.985;        ; -19.438;   0.271;      ;      ; 266;266.50862;+05.66244
17460208+0526008; IC4665;GIRAFFE; 4572;  51;   2.318;   0.116;  -0.027;   0.010; ;  37.800;        ;   0;   1.022;   0.005;  20.647;   0.298;      ;      ; 267;266.50867;+05.43356
17460270+0526599; IC4665;GIRAFFE; 4621;  53;   4.322;   0.191;  -0.032;   0.012;<;  18.800;        ;   3;   0.962;   0.005; -17.035;   0.247;      ;      ; 268;266.51125;+05.44997
17460277+0531399; IC4665;GIRAFFE; 4502; 291;   4.617;   0.100;  -0.136;   0.037;<;  32.500;        ;   3;   0.903;   0.014;  52.629;   0.373;      ;      ; 269;266.51154;+05.52775
17460330+0520363; IC4665;GIRAFFE; 4784; 157;   3.870;        ;   0.070;   0.148; ;  32.000;        ;   0;   0.974;   0.006; -31.663;   0.249;      ;      ; 270;266.51375;+05.34342
17460351+0549426; IC4665;GIRAFFE; 4893;    ;   4.460;        ;  -0.688;        ; ; 173.000;        ;    ;   0.840;        ; -62.860;   0.590;      ;      ; 271;266.51462;+05.82850
17460364+0521009; IC4665;GIRAFFE; 5049; 138;   4.283;   0.152;  -0.321;   0.061;<;  24.800;        ;   3;   0.966;   0.014; -28.446;   0.501;      ;      ; 272;266.51517;+05.35025
17460366+0532394; IC4665;GIRAFFE; 4962;  48;   3.439;   0.178;   0.051;   0.027;<;  27.500;        ;   3;   0.997;   0.004; -71.497;   0.242;      ;      ; 273;266.51525;+05.54428
17460371+0557020; IC4665;GIRAFFE; 4798; 202;   3.060;        ;  -0.076;   0.102;<;  23.700;        ;   3;   1.025;   0.004; -82.568;   0.242;      ;      ; 274;266.51546;+05.95056
17460389+0520444; IC4665;GIRAFFE; 6215;    ;   4.157;        ;   0.275;        ; ;  64.800;   3.600;   0;   0.998;   0.005; -19.551;   0.248; 0.181;      ; 275;266.51621;+05.34567
17460424+0554020; IC4665;GIRAFFE; 5511; 186;   4.022;   0.012;  -0.064;   0.086;<;  18.400;        ;   3;   0.992;   0.004; -60.222;   0.243;      ;      ; 276;266.51767;+05.90056
17460480+0529010; IC4665;GIRAFFE; 4978; 170;   3.580;        ;  -0.374;   0.110;<;   8.400;        ;   3;   1.014;   0.005;-126.181;   0.249;      ;      ; 277;266.52000;+05.48361
17460484+0516171; IC4665;GIRAFFE; 4912;  51;   2.824;   0.114;  -0.079;   0.013;<;  29.900;        ;   3;   1.009;   0.008;  37.301;   0.258;      ;      ; 278;266.52017;+05.27142
17460577+0541546; IC4665;GIRAFFE; 3724;  43;   4.535;   0.169;  -0.200;        ; ;  32.400;        ;   0;   0.812;   0.011;-109.363;   0.391;      ;      ; 279;266.52404;+05.69850
17460709+0555486; IC4665;GIRAFFE; 6080;  42;   4.432;   0.065;   0.098;   0.015; ; 181.150;   1.650;   0;   0.999;   0.002; -16.955;   0.241;      ;      ; 280;266.52954;+05.93017
17460778+0526097; IC4665;GIRAFFE; 4128; 167;   4.506;   0.065;  -0.177;   0.040; ;  77.400;        ;   0;   0.872;   0.009;  29.074;   0.279; 0.010;      ; 281;266.53242;+05.43603
17460796+0609482; IC4665;GIRAFFE; 5056; 154;   2.680;        ;  -0.294;   0.020; ;  19.600;        ;   0;   1.016;   0.006; -83.763;   0.249;      ;      ; 282;266.53317;+06.16339
17460981+0525340; IC4665;GIRAFFE; 4891;   1;   2.696;   0.060;  -0.053;   0.038; ; 117.267;  12.303;   0;   1.022;   0.007;  66.461;   0.251;      ;      ; 283;266.54087;+05.42611
17461052+0524417; IC4665;GIRAFFE; 4881; 212;   3.377;        ;  -0.119;   0.213;<;  26.400;        ;   3;   1.018;   0.004;   4.031;   0.246;      ;      ; 284;266.54383;+05.41158
17461081+0557072; IC4665;GIRAFFE; 3453;  63;   4.601;   0.194;  -0.250;        ; ; 163.100;        ;   0;   0.824;   0.009;  -8.883;   0.258; 0.201;      ; 285;266.54504;+05.95200
17461112+0555482; IC4665;GIRAFFE; 5054;  60;   3.571;        ;  -0.072;   0.094;<;  22.900;        ;   3;   1.007;   0.002; -17.148;   0.241;      ;      ; 286;266.54633;+05.93006
17461124+0555309; IC4665;GIRAFFE; 4940; 171;   3.259;        ;  -0.110;   0.124;<;  29.300;        ;   3;   1.014;   0.005; -44.836;   0.247;      ;      ; 287;266.54683;+05.92525
17461159+0605417; IC4665;GIRAFFE; 3437; 108;   4.701;   0.042;  -0.230;        ; ; 177.100;        ;   0;   0.793;   0.011; -15.955;   0.914; 0.688;      ; 288;266.54829;+06.09492
17461198+0541258; IC4665;GIRAFFE; 4985; 178;   3.970;        ;  -0.001;   0.078; ; 262.967;   6.414;   0;   0.983;   0.005; -14.459;   0.255; 0.906;      ; 289;266.54992;+05.69050
17461212+0528362; IC4665;GIRAFFE; 4990;  22;   2.795;   0.093;  -0.101;   0.161; ;  43.200;   8.024;   0;   1.015;   0.007;  33.628;   0.251;      ;      ; 290;266.55050;+05.47672
17461249+0604266; IC4665;GIRAFFE; 4851;   6;   2.646;   0.151;  -0.320;   0.014; ;  27.050;   4.350;   0;   1.017;   0.007; 124.118;   0.257;      ;      ; 291;266.55204;+06.07406
17461263+0538547; IC4665;GIRAFFE; 4513;  81;   2.620;        ;  -0.209;   0.232;<;  14.100;        ;   3;   1.030;   0.006;  -6.914;   0.249;      ;      ; 292;266.55262;+05.64853
17461267+0606091; IC4665;GIRAFFE; 6171;   7;   4.021;   0.200;  -0.315;   0.225; ;  44.200;   6.030;   0;   0.997;   0.002;  17.390;   0.244; 0.020;      ; 293;266.55279;+06.10253
17461292+0559296; IC4665;GIRAFFE; 3443;  91;   4.265;        ;  -0.220;        ;<; 100.000;        ;   3;   0.839;   0.014; -14.704;   0.424; 0.880;      ; 294;266.55383;+05.99156
17461301+0609515; IC4665;GIRAFFE; 4466; 342;   4.573;   0.045;  -0.112;   0.052;<;  32.300;        ;   3;   0.897;   0.013; -36.028;   0.306;      ;      ; 295;266.55421;+06.16431
17461351+0554301; IC4665;GIRAFFE; 3609; 117;   4.027;        ;  -0.240;        ; ;  64.500;        ;   0;   0.850;   0.011; -29.766;   0.293; 0.029;      ; 296;266.55629;+05.90836
17461438+0550362; IC4665;GIRAFFE; 3873;  62;   4.567;   0.096;  -0.210;   0.074; ; 122.900;        ;   0;   0.830;   0.007; -12.276;   0.258; 0.683;      ; 297;266.55992;+05.84339
17461465+0542155; IC4665;GIRAFFE; 5206;    ;   4.310;        ;   0.091;        ;<;  16.400;        ;   3;   0.989;   0.002; -23.350;   0.240;      ;      ; 298;266.56104;+05.70431
17461481+0557449; IC4665;GIRAFFE; 5086;  44;   4.310;        ;   0.004;   0.033;<;  27.300;        ;   3;   0.985;   0.007; -31.386;   0.255;      ;      ; 299;266.56171;+05.96247
17461523+0601186; IC4665;GIRAFFE; 3945; 184;   4.033;        ;  -0.077;   0.107;<;  33.700;        ;   3;   0.869;   0.011;   7.646;   0.443; 0.021;      ; 300;266.56346;+06.02183
17461640+0523204; IC4665;GIRAFFE; 4214; 419;   4.098;        ;   0.041;   0.228;<;  23.700;        ;   3;   0.883;   0.008; -77.339;   0.262;      ;      ; 301;266.56833;+05.38900
17461699+0526548; IC4665;GIRAFFE; 4879; 187;   3.169;   0.054;  -0.134;   0.130;<;  19.900;        ;   3;   0.997;   0.004;  26.256;   0.244;      ;      ; 302;266.57079;+05.44856
17461708+0606160; IC4665;GIRAFFE; 4672;  70;   2.407;   0.095;   0.025;   0.099;<;  37.500;        ;   3;   1.021;   0.004;  32.273;   0.242;      ;      ; 303;266.57117;+06.10444
17461730+0556008; IC4665;GIRAFFE; 4743;  43;   2.887;   0.162;  -0.023;   0.048;<;  31.000;        ;   3;   1.003;   0.004; -50.824;   0.241;      ;      ; 304;266.57208;+05.93356
17461743+0607294; IC4665;GIRAFFE; 4264; 276;   4.509;   0.013;   0.065;   0.203;<;  13.100;        ;   3;   0.878;   0.007; -22.471;   0.248;      ;      ; 305;266.57262;+06.12483
17461779+0545090; IC4665;GIRAFFE; 4533; 211;   2.653;        ;  -0.121;   0.093;<;  20.200;        ;   3;   1.015;   0.006;  29.229;   0.248;      ;      ; 306;266.57412;+05.75250
17461801+0523216; IC4665;GIRAFFE; 3468; 131;   4.160;        ;  -0.250;        ; ; 128.100;        ;   0;   0.825;   0.013;  -5.926;   0.298; 0.106;      ; 307;266.57504;+05.38933
17461847+0552140; IC4665;GIRAFFE; 5666;  60;   3.598;        ;  -0.333;   0.063; ;  35.800;        ;   0;   1.004;   0.006; -69.199;   0.311;      ;      ; 308;266.57696;+05.87056
17461870+0554506; IC4665;GIRAFFE; 4980; 158;   2.821;        ;  -0.608;   0.229;<;  18.500;        ;   3;   1.003;   0.007; 125.765;   0.288;      ;      ; 309;266.57792;+05.91406
17461935+0601418; IC4665;GIRAFFE; 5074;    ;   3.650;        ;  -0.250;        ;<;   7.100;        ;   3;   1.024;   0.005; -20.090;   0.249;      ;      ; 310;266.58062;+06.02828
17461982+0550231; IC4665;GIRAFFE; 4771;  95;   2.382;   0.027;  -0.168;   0.088;<;  24.100;        ;   3;   1.012;   0.009;  30.841;   0.273;      ;      ; 311;266.58258;+05.83975
17461999+0522152; IC4665;GIRAFFE; 4759;    ;   3.950;        ;   0.030;        ;<;  36.600;        ;   3;   0.915;   0.007; -83.954;   0.252;      ;      ; 312;266.58329;+05.37089
17462084+0535457; IC4665;GIRAFFE; 4922;   8;   2.830;        ;   0.011;   0.073;<;  43.200;        ;   3;   1.001;   0.006;  19.373;   0.248;      ;      ; 313;266.58683;+05.59603
17462149+0600336; IC4665;GIRAFFE; 4720; 259;   4.540;        ;  -0.104;   0.034;<;  15.300;        ;   3;   0.922;   0.008;  42.366;   0.267;      ;      ; 314;266.58954;+06.00933
17462261+0531159; IC4665;GIRAFFE; 6847;    ;   4.221;        ;  -0.090;        ;<;   4.800;        ;   3;   1.005;   0.002; -25.320;   0.312; 0.068;      ; 315;266.59421;+05.52108
17462287+0551312; IC4665;GIRAFFE; 4275; 304;   4.240;        ;  -0.322;   0.238; ;  79.600;        ;   0;   0.901;   0.009; -40.447;   0.289;      ;      ; 316;266.59529;+05.85867
17462366+0525344; IC4665;GIRAFFE; 5476; 222;   4.424;        ;   0.221;   0.043;<;  23.100;        ;   3;   0.995;   0.005; -27.248;   0.246;      ;      ; 317;266.59858;+05.42622
17462383+0602344; IC4665;GIRAFFE; 4080; 202;   4.445;   0.186;   0.006;   0.165;<;  13.800;        ;   3;   0.871;   0.005; -13.839;   0.248; 0.951;      ; 318;266.59929;+06.04289
17462417+0530188; IC4665;GIRAFFE; 5110;  28;   3.300;        ;  -0.171;   0.196;<;  27.300;        ;   3;   1.015;   0.005; -15.583;   0.246;      ;      ; 319;266.60071;+05.50522
17462477+0535381; IC4665;GIRAFFE; 5144;  26;   3.887;        ;  -0.092;   0.031; ; 273.700;   9.469;   0;   0.985;   0.003;  -7.300;   0.242; 0.157;      ; 320;266.60321;+05.59392
17462540+0603444; IC4665;GIRAFFE; 4268; 263;   4.655;   0.184;  -0.038;   0.093;<;  31.200;        ;   3;   0.863;   0.008;   5.168;   0.282;      ;      ; 321;266.60583;+06.06233
17462563+0553066; IC4665;GIRAFFE; 5025; 148;   3.382;        ;  -0.191;   0.001;<;  29.000;        ;   3;   0.999;   0.008;  26.156;   0.261;      ;      ; 322;266.60679;+05.88517
17462572+0531092; IC4665;GIRAFFE; 5701;  17;   2.746;        ;  -0.125;   0.174; ; 127.300;        ;   0;        ;        ;  -5.000;   0.241;      ;      ; 323;266.60717;+05.51922
17462576+0518353; IC4665;GIRAFFE; 4583;  13;   4.452;   0.138;  -0.039;   0.012; ;  25.067;   5.606;   0;   0.951;   0.007; -24.890;   0.262;      ;      ; 324;266.60733;+05.30981
17462591+0558248; IC4665;GIRAFFE; 4253; 296;   4.469;   0.045;  -0.047;   0.083; ;  55.800;        ;   0;   0.879;   0.009;  25.266;   0.266;      ;      ; 325;266.60796;+05.97356
17462597+0557290; IC4665;GIRAFFE; 4932; 150;   2.538;        ;  -0.324;   0.281;<;  15.900;        ;   3;   1.011;   0.009;  57.216;   0.286;      ;      ; 326;266.60821;+05.95806
17462645+0553236; IC4665;GIRAFFE; 6156; 111;   3.996;   0.121;  -0.080;   0.015; ;  49.500;   2.295;   0;   1.000;   0.003;  -6.435;   0.249; 0.138;      ; 327;266.61021;+05.88989
17462649+0558401; IC4665;GIRAFFE; 4452; 188;   4.554;   0.020;  -0.041;   0.013;<;  11.100;        ;   3;   0.912;   0.006;  10.472;   0.252;      ;      ; 328;266.61037;+05.97781
17462680+0605304; IC4665;GIRAFFE; 3583;  78;   4.701;   0.012;  -0.240;        ; ; 144.200;        ;   0;   0.781;   0.012;  10.623;   0.310; 0.017;      ; 329;266.61167;+06.09178
17462804+0533207; IC4665;GIRAFFE; 6056;  28;   4.098;   0.146;   0.040;   0.059; ;  95.433;   3.123;   0;   1.000;   0.003;  -1.011;   0.253; 0.060;      ; 330;266.61683;+05.55575
17462833+0603129; IC4665;GIRAFFE; 6299;    ;   3.964;        ;   0.189;        ; ;  65.833;   7.503;   0;   1.006;   0.003; -40.760;   0.243; 0.018;      ; 331;266.61804;+06.05358
17462841+0540180; IC4665;GIRAFFE; 4553; 109;   2.266;   0.126;  -0.116;   0.101;<;  36.900;        ;   3;   1.013;   0.006;  36.624;   0.248;      ;      ; 332;266.61837;+05.67167
17462850+0517546; IC4665;GIRAFFE; 4683; 109;   2.507;   0.200;  -0.066;   0.069;<;  20.900;        ;   3;   1.019;   0.005; -17.715;   0.246;      ;      ; 333;266.61875;+05.29850
17462856+0554473; IC4665;GIRAFFE; 4545;  46;   2.550;        ;  -0.182;   0.032; ;  35.150;   4.210;   0;   1.038;   0.007;  62.065;   0.247;      ;      ; 334;266.61900;+05.91314
17462860+0528177; IC4665;GIRAFFE; 4925; 212;   3.380;        ;  -0.266;   0.225;<;  16.000;        ;   3;   1.009;   0.006;  43.682;   0.251;      ;      ; 335;266.61917;+05.47158
17462880+0608062; IC4665;GIRAFFE; 5172;  13;   4.030;        ;  -0.006;   0.008; ;  51.600;        ;   0;   0.988;   0.010;   6.193;   0.301;      ;      ; 336;266.62000;+06.13506
17462913+0531200; IC4665;GIRAFFE; 4864; 136;   2.681;   0.160;  -0.193;   0.164;<;  16.000;        ;   3;   1.011;   0.004;  -2.059;   0.244;      ;      ; 337;266.62137;+05.52222
17462918+0555295; IC4665;GIRAFFE; 4729;    ;   1.790;        ;  -1.580;        ; ;  24.800;        ;    ;   1.027;        ; -32.329;   0.247;      ;      ; 338;266.62158;+05.92486
17462948+0528457; IC4665;GIRAFFE; 5012; 125;   3.340;        ;  -0.187;   0.120;<;  33.600;        ;   3;   1.010;   0.005; -51.879;   0.247;      ;      ; 339;266.62283;+05.47936
17462973+0524124; IC4665;GIRAFFE; 4687; 100;   2.626;        ;  -0.046;   0.053;<;  41.400;        ;   3;   1.007;   0.004; 101.247;   0.243;      ;      ; 340;266.62387;+05.40344
17463026+0530321; IC4665;GIRAFFE; 4603; 110;   4.380;   0.060;  -0.342;   0.011; ;  27.000;        ;   0;   0.945;   0.008;  -3.669;   0.274;      ;      ; 341;266.62608;+05.50892
17463111+0606003; IC4665;GIRAFFE; 5605;  50;   4.160;        ;   0.015;   0.099; ;  71.467;   3.488;   0;   0.999;   0.002;  38.747;   0.241;      ;      ; 342;266.62962;+06.10008
17463149+0605280; IC4665;GIRAFFE; 6029;    ;   4.200;        ;   0.020;        ; ; 162.567;   3.290;   0;   0.998;   0.003; -13.304;   0.261;      ;      ; 343;266.63121;+06.09111
17463169+0549124; IC4665;GIRAFFE; 4373; 212;   4.463;   0.103;  -0.106;   0.009;<;  15.700;        ;   3;   0.910;   0.011;   4.977;   0.311;      ;      ; 344;266.63204;+05.82011
17463235+0522264; IC4665;GIRAFFE; 4642; 206;   4.039;        ;  -0.018;   0.043;<;  27.700;        ;   3;   0.955;   0.007; -67.835;   0.255;      ;      ; 345;266.63479;+05.37400
17463260+0534414; IC4665;GIRAFFE; 5037;  70;   3.150;        ;  -0.201;   0.161;<;   8.300;        ;   3;   1.018;   0.005;  89.256;   0.249;      ;      ; 346;266.63583;+05.57817
