#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:29:09 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc2516}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source= J/A+A/612/A99/ngc2516
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#-out.src=J/A+A/612/A99/ngc2451
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc2516:
#Name: J/A+A/612/A99/ngc2516
#Title: Parameters for NGC2516
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
07554488-6044129;NGC2516;GIRAFFE; 3766; 321;   4.850;   0.290;   0.014;   0.110; ; 147.200;        ;    ;   0.770;        ;  24.268;   0.609; 0.991;      ; 214;118.93700;-60.73692
07554498-6039236;NGC2516;GIRAFFE; 5036; 162;   3.660;   0.400;  -0.428;   0.170; ;  19.567;        ;    ;   0.996;        ;  57.425;   0.247;      ;      ; 215;118.93742;-60.65656
07554638-6022590;NGC2516;GIRAFFE; 3697; 356;   4.320;   0.210;  -0.020;        ; ;  65.500;        ;    ;   0.823;        ;  24.274;   0.889; 0.990;      ; 216;118.94325;-60.38306
07554732-6059044;NGC2516;GIRAFFE; 4785; 137;   2.580;   0.300;  -0.050;   0.200; ;  21.300;        ;    ;   1.015;        ;  62.421;   0.241;      ;      ; 217;118.94717;-60.98456
07554739-6021259;NGC2516;GIRAFFE; 4466; 260;   4.310;   0.370;   0.140;   0.170; ;  51.800;        ;    ;   0.957;        ;  14.107;   0.253; 0.433;      ; 218;118.94746;-60.35719
07554768-6023434;NGC2516;GIRAFFE; 3532;  28;   4.730;   0.200;   0.206;        ; ; 260.900;        ;    ;   0.787;        ;  23.876;   0.695; 0.991;      ; 219;118.94867;-60.39539
07554811-6107145;NGC2516;GIRAFFE; 5043;  67;   4.490;   0.470;   0.041;   0.130; ;  23.200;        ;    ;   0.982;        ;   7.539;   0.244;      ;      ; 220;118.95046;-61.12069
07554835-6107229;NGC2516;GIRAFFE; 4549;  87;   4.840;   0.300;   0.040;   0.150; ;  27.600;        ;    ;   0.939;        ;  -5.005;   0.245; 0.136;      ; 221;118.95146;-61.12303
07554907-6023479;NGC2516;GIRAFFE; 4174; 376;   4.660;   0.160;   0.192;   0.260; ;  43.700;        ;    ;        ;        ;  20.054;   1.540; 0.888;      ; 222;118.95446;-60.39664
07555086-6026294;NGC2516;GIRAFFE; 3967; 333;   4.810;   0.260;  -0.016;   0.200; ;  78.667;        ;    ;   0.829;        ;  23.213;   0.265; 0.991;      ; 223;118.96192;-60.44150
07555144-6058015;NGC2516;GIRAFFE; 4025; 135;   4.480;   0.090;   0.281;   0.040; ;  56.800;        ;    ;   0.886;        ;  23.200;   0.277; 0.990;      ; 224;118.96433;-60.96708
07555194-6113208;NGC2516;GIRAFFE; 4189; 462;   4.560;   0.090;   0.119;   0.220; ;  85.100;        ;    ;   0.892;        ;  23.406;   0.392; 0.992;      ; 225;118.96642;-61.22244
07555219-6054036;NGC2516;GIRAFFE; 3845; 628;   4.860;   0.280;   0.042;   0.190; ; 130.300;        ;    ;   0.794;        ;  24.492;   1.169; 0.988;      ; 226;118.96746;-60.90100
07555287-6024532;NGC2516;GIRAFFE; 4460; 367;   4.480;   0.200;  -0.047;   0.130; ;  53.067;        ;    ;   0.947;        ;  24.233;   0.243; 0.992;      ; 227;118.97029;-60.41478
07555541-6027338;NGC2516;GIRAFFE; 4970; 133;   2.750;   0.410;  -0.155;   0.190; ;  22.400;        ;    ;   1.018;        ;  -0.904;   0.241;      ;      ; 228;118.98087;-60.45939
07555570-6041396;NGC2516;GIRAFFE; 5820;  64;   4.440;   0.230;  -0.223;   0.180; ; 120.600;        ;    ;   0.992;        ;  23.164;   0.242; 0.990;      ; 229;118.98208;-60.69433
07555595-6052334;NGC2516;GIRAFFE; 3684; 162;   4.700;   0.110;  -0.026;   0.140; ;  72.000;        ;    ;   0.797;        ;  31.137;   0.289; 0.546;      ; 230;118.98312;-60.87594
07555597-6056441;NGC2516;GIRAFFE; 4706; 288;   2.650;   0.470;  -0.233;   0.260; ;  13.600;        ;    ;   1.020;        ;  29.808;   0.242;      ;      ; 231;118.98321;-60.94558
07555673-6039322;NGC2516;GIRAFFE; 5674;  85;   4.080;   0.160;   0.064;   0.140; ;  19.700;        ;    ;   0.994;        ;  12.301;   0.243;      ;      ; 232;118.98637;-60.65894
07555749-6041438;NGC2516;GIRAFFE; 3601; 200;   4.420;   0.160;  -0.046;   0.130; ; 171.700;        ;    ;   0.815;        ;  23.605;   0.421; 0.992;      ; 233;118.98954;-60.69550
07555802-6111369;NGC2516;GIRAFFE; 5350;  82;   4.570;   0.380;   0.308;   0.200; ;  37.700;        ;    ;   0.974;        ;  23.783;   0.252;      ;      ; 234;118.99175;-61.19358
07555838-6053052;NGC2516;GIRAFFE; 5095; 103;   4.600;   0.460;  -0.049;   0.160; ; 149.000;        ;    ;   0.978;        ;  23.806;   0.250; 0.993;      ; 235;118.99325;-60.88478
07555844-6056126;NGC2516;GIRAFFE; 4563; 289;   4.620;   0.200;  -0.036;   0.140; ;  34.600;        ;    ;   0.948;        ;  23.475;   0.243; 0.992;      ; 236;118.99350;-60.93683
07555860-6023482;NGC2516;GIRAFFE; 3576;  23;   4.540;   0.180;  -0.435;        ; ;  49.500;        ;    ;   0.803;        ;  23.817;   0.463; 0.992;      ; 237;118.99417;-60.39672
07555914-6050442;NGC2516;GIRAFFE; 4583; 456;   4.470;   0.120;   0.117;   0.190; ; 207.000;        ;    ;   0.946;        ;  23.179;   0.242; 0.990;      ; 238;118.99642;-60.84561
07560100-6037242;NGC2516;GIRAFFE; 5115;  96;   4.490;   0.480;   0.012;   0.120; ; 101.500;        ;    ;   0.981;        ;  24.416;   0.245; 0.991;      ; 239;119.00417;-60.62339
07560125-6057268;NGC2516;GIRAFFE; 6050; 206;   4.100;   0.110;  -0.433;   0.420; ; 136.600;        ;    ;   0.999;        ;  23.703;   0.266; 0.993;      ; 240;119.00521;-60.95744
07560174-6037388;NGC2516;GIRAFFE; 3724; 255;   4.600;   0.140;  -0.046;   0.120; ; 117.200;        ;    ;   0.807;        ;  22.980;   0.430; 0.988;      ; 241;119.00725;-60.62744
07560181-6045067;NGC2516;GIRAFFE; 4679; 138;   2.840;   0.380;   0.195;   0.250; ;  30.600;        ;    ;   1.006;        ;  43.420;   0.242;      ;      ; 242;119.00754;-60.75186
07560191-6024375;NGC2516;GIRAFFE; 4890; 189;   2.970;   0.350;  -0.057;   0.200; ;  32.900;        ;    ;   1.014;        ;  22.162;   0.243;      ;      ; 243;119.00796;-60.41042
07560192-6109023;NGC2516;GIRAFFE; 3781; 288;   4.610;   0.130;  -0.076;   0.170; ; 101.800;        ;    ;   0.801;        ;  23.612;   0.955; 0.992;      ; 244;119.00800;-61.15064
07560223-6020505;NGC2516;GIRAFFE; 4253; 470;   4.260;   0.320;   0.119;   0.220; ; 150.833;        ;    ;   0.925;        ;  23.513;   0.305; 0.992;      ; 245;119.00929;-60.34736
07560226-6038459;NGC2516;GIRAFFE; 5565;  91;   4.470;   0.390;   0.043;   0.150; ; 168.450;        ;    ;   0.991;        ;  23.741;   0.245; 0.993;      ; 246;119.00942;-60.64608
07560266-6028101;NGC2516;GIRAFFE; 4790; 129;   2.640;   0.300;  -0.156;   0.230; ;  14.500;        ;    ;   1.017;        ; 131.400;   0.241;      ;      ; 247;119.01108;-60.46947
07560307-6102051;NGC2516;GIRAFFE; 4081; 316;   4.920;   0.350;  -0.427;   0.330; ;  19.200;        ;    ;   0.849;        ;  -1.481;   0.248; 0.150;      ; 248;119.01279;-61.03475
07560365-6020523;NGC2516;GIRAFFE; 5904;  72;   3.990;   0.100;   0.044;   0.130; ;  54.267;        ;    ;   1.001;        ;  -3.567;   0.241;      ;      ; 249;119.01521;-60.34786
07560458-6038303;NGC2516;GIRAFFE; 4548; 507;   3.870;   1.040;   0.070;   0.200; ; 170.700;        ;    ;   0.995;        ;   9.577;   0.414;      ;      ; 250;119.01908;-60.64175
07560587-6055349;NGC2516;GIRAFFE; 3623; 140;   4.570;   0.140;  -0.026;   0.140; ; 142.700;        ;    ;   0.801;        ;  25.930;   0.394; 0.936;      ; 251;119.02446;-60.92636
07560698-6031438;NGC2516;GIRAFFE; 4737; 178;   4.590;   0.360;  -0.024;   0.130; ;  44.800;        ;    ;   0.967;        ;  25.386;   0.245;      ;      ; 252;119.02908;-60.52883
07560814-6037597;NGC2516;GIRAFFE; 5175; 143;   4.490;   0.370;  -0.058;   0.150; ; 168.200;        ;    ;   0.981;        ;  25.373;   0.248; 0.968;      ; 253;119.03392;-60.63325
07560871-6045266;NGC2516;GIRAFFE; 4201; 385;   4.520;   0.110;   0.127;   0.210; ;  18.200;        ;    ;   0.904;        ;  23.969;   0.248; 0.993;      ; 254;119.03629;-60.75739
07560885-6049366;NGC2516;GIRAFFE; 4001; 312;   4.590;   0.100;   0.002;   0.200; ;  55.900;        ;    ;   0.859;        ;  21.939;   0.275; 0.942;      ; 255;119.03687;-60.82683
07560924-6047360;NGC2516;GIRAFFE; 3528; 126;   4.580;   0.130;  -0.086;   0.130; ; 155.300;        ;    ;   0.800;        ;  22.559;   0.610; 0.981;      ; 256;119.03850;-60.79333
07561042-6105132;NGC2516;GIRAFFE; 3607;  19;   4.510;   0.170;  -0.384;        ; ; 182.000;        ;    ;   0.807;        ;  23.007;   0.515; 0.989;      ; 257;119.04342;-61.08700
07561050-6054150;NGC2516;GIRAFFE; 3930; 314;   4.760;   0.210;   0.024;   0.190; ;  76.500;        ;    ;   0.841;        ;  23.529;   0.276; 0.993;      ; 258;119.04375;-60.90417
07561129-6050580;NGC2516;GIRAFFE; 4520; 320;   4.390;   0.410;  -0.082;   0.160; ; 265.667;        ;    ;   0.964;        ;  23.542;   0.244; 0.993;      ; 259;119.04704;-60.84944
07561189-6111384;NGC2516;GIRAFFE; 6624; 273;   4.080;   0.030;  -0.065;   0.280; ;  44.600;        ;    ;   1.005;        ;   2.737;   0.243; 0.233;      ; 260;119.04954;-61.19400
07561223-6101165;NGC2516;GIRAFFE; 4763;  53;   2.550;   0.230;   0.079;   0.190; ;  35.400;        ;    ;   1.021;        ;  39.180;   0.241;      ;      ; 261;119.05096;-61.02125
07561313-6102284;NGC2516;GIRAFFE; 4086; 468;   4.020;   0.500;   0.056;   0.190; ;  14.200;        ;    ;   0.920;        ;  52.312;   0.258;      ;      ; 262;119.05471;-61.04122
07561327-6108061;NGC2516;GIRAFFE; 4711; 270;   4.750;   0.320;   0.058;   0.150; ;  75.000;        ;    ;   0.956;        ;  23.154;   0.247; 0.990;      ; 263;119.05529;-61.13503
07561340-6059071;NGC2516;GIRAFFE; 5154; 133;   4.400;   0.410;   0.017;   0.120; ; 118.833;        ;    ;   0.984;        ;  23.741;   0.254; 0.993;      ; 264;119.05583;-60.98531
07561399-6111109;NGC2516;GIRAFFE; 4395; 362;   4.750;   0.210;   0.105;   0.190; ;  30.733;        ;    ;   0.921;        ;  23.028;   0.317; 0.988;      ; 265;119.05829;-61.18636
07561423-6058156;NGC2516;GIRAFFE; 4090; 284;   4.920;   0.420;  -0.134;   0.210; ;  33.633;        ;    ;   0.870;        ;  25.393;   0.256; 0.966;      ; 266;119.05929;-60.97100
07561430-6109320;NGC2516;GIRAFFE; 4465; 312;   2.920;   1.120;   0.146;   0.220; ; 254.800;        ;    ;        ;        ;  42.219;   1.209; 0.220;      ; 267;119.05958;-61.15889
07561448-6054314;NGC2516;GIRAFFE; 3960; 427;   4.520;   0.110;   0.076;   0.290; ;  40.300;        ;    ;   0.852;        ;  21.379;   0.450; 0.902;      ; 268;119.06033;-60.90872
07561491-6038481;NGC2516;GIRAFFE; 3602;  19;   4.450;   0.160;  -1.256;        ; ; 131.100;        ;    ;   0.812;        ;  24.587;   0.431; 0.990;      ; 269;119.06212;-60.64669
07561521-6023267;NGC2516;GIRAFFE; 3398;  36;   4.930;   0.220;   0.384;        ; ; 182.600;        ;    ;   0.787;        ;  25.990;   1.435; 0.968;      ; 270;119.06337;-60.39075
07561522-6038219;NGC2516;GIRAFFE; 3849; 285;   4.550;   0.100;  -0.146;   0.250; ;  88.100;        ;    ;   0.810;        ;  27.917;   1.646; 0.809;      ; 271;119.06342;-60.63942
07561544-6053084;NGC2516;GIRAFFE; 3873; 205;   4.680;   0.140;  -0.006;   0.200; ; 134.300;        ;    ;   0.817;        ;  22.859;   0.392; 0.986;      ; 272;119.06433;-60.88567
07561556-6047204;NGC2516;GIRAFFE; 3972; 241;   4.770;   0.230;  -0.011;   0.190; ;  48.500;        ;    ;   0.839;        ;  23.300;   0.267; 0.991;      ; 273;119.06483;-60.78900
07561707-6022188;NGC2516;GIRAFFE; 4197; 484;   4.340;   0.270;   0.152;   0.230; ;  42.900;        ;    ;   0.923;        ;  24.739;   0.265; 0.987;      ; 274;119.07112;-60.37189
07561890-6055298;NGC2516;GIRAFFE; 4147; 340;   4.770;   0.280;  -0.137;   0.170; ;  33.700;        ;    ;   0.880;        ;   6.868;   0.254; 0.229;      ; 275;119.07875;-60.92494
07561895-6056535;NGC2516;GIRAFFE; 6269; 151;   4.330;   0.260;  -0.029;   0.120; ;  98.033;        ;    ;   0.996;        ;  24.280;   0.243; 0.992;      ; 276;119.07896;-60.94819
07562154-6058089;NGC2516;GIRAFFE; 5118; 126;   4.500;   0.231;  -0.079;   0.094; ;  98.300;   5.300;   0;   0.978;        ;  25.848;   0.246;      ;      ; 277;119.08975;-60.96914
07562200-6056340;NGC2516;GIRAFFE; 5568;  59;   4.260;   0.380;  -0.367;   0.270; ; 147.300;        ;    ;   0.997;        ;  21.681;   0.249; 0.927;      ; 278;119.09167;-60.94278
07562272-6051423;NGC2516;GIRAFFE; 6690; 513;   3.980;   0.090;   0.098;   0.200; ;  33.300;        ;    ;   1.010;        ;  24.618;   0.254; 0.989;      ; 279;119.09467;-60.86175
07562277-6112359;NGC2516;GIRAFFE; 4656;    ;   2.584;        ;  -0.557;        ; ;        ;        ;    ;        ;        ; 507.042;   4.499;      ;      ; 280;119.09487;-61.20997
07562434-6053561;NGC2516;GIRAFFE; 4876; 181;   2.950;   0.470;  -0.132;   0.200; ;  24.300;        ;    ;   1.023;        ;  50.427;   0.252;      ;      ; 281;119.10142;-60.89892
07562439-6112084;NGC2516;GIRAFFE; 4758; 280;   3.220;   0.200;   0.002;   0.250; ;  33.000;        ;    ;   0.986;        ;   7.524;   0.500;      ;      ; 282;119.10162;-61.20233
07562494-6121393;NGC2516;GIRAFFE; 5049; 238;   3.930;   0.550;  -0.318;   0.200; ;        ;        ;    ;        ;        ;  23.263;   2.397; 0.988;      ; 283;119.10392;-61.36092
07562550-6045198;NGC2516;GIRAFFE; 5112; 101;   2.910;   0.380;  -0.008;   0.160; ;  36.500;        ;    ;   1.023;        ;  50.459;   0.247;      ;      ; 284;119.10625;-60.75550
07562557-6102378;NGC2516;GIRAFFE; 3733; 226;   4.650;   0.120;  -0.016;   0.130; ; 133.400;        ;    ;   0.805;        ;  23.308;   0.322; 0.992;      ; 285;119.10654;-61.04383
07562639-6034245;NGC2516;GIRAFFE; 3827;    ;   4.064;        ;  -1.343;        ; ; 292.700;        ;    ;        ;        ;  23.368;   1.809; 0.988;      ; 286;119.10996;-60.57347
07562640-6021143;NGC2516;GIRAFFE; 3615;  25;   4.800;   0.200;   0.139;        ; ;  69.600;        ;    ;   0.781;        ;  23.555;   0.576; 0.991;      ; 287;119.11000;-60.35397
07562958-6052125;NGC2516;GIRAFFE; 3586; 124;   4.750;   0.140;  -0.056;   0.130; ; 172.700;        ;    ;   0.785;        ;  23.240;   0.507; 0.991;      ; 288;119.12325;-60.87014
07562978-6100000;NGC2516;GIRAFFE; 3815; 220;   4.810;   0.200;  -0.032;   0.280; ;  84.800;        ;    ;   0.804;        ;  23.252;   0.310; 0.991;      ; 289;119.12408;-61.00000
07563027-6041370;NGC2516;GIRAFFE; 3617; 142;   4.880;   0.150;  -0.056;   0.120; ; 157.900;        ;    ;   0.772;        ;  22.181;   0.362; 0.964;      ; 290;119.12612;-60.69361
07563059-6106598;NGC2516;GIRAFFE; 3671; 579;   4.140;   0.250;  -0.028;        ; ; 184.100;        ;    ;   0.853;        ;  29.966;   1.267; 0.611;      ; 291;119.12746;-61.11661
07563083-6042100;NGC2516;GIRAFFE; 4754; 216;   4.620;   0.250;  -0.051;   0.140; ;  37.400;        ;    ;   0.963;        ;  40.246;   0.244;      ;      ; 292;119.12846;-60.70278
07563141-6059331;NGC2516;GIRAFFE; 3878; 243;   4.600;   0.100;  -0.056;   0.160; ;  49.500;        ;    ;   0.817;        ;  23.401;   0.287; 0.992;      ; 293;119.13087;-60.99253
07563195-6028054;NGC2516;GIRAFFE; 6319; 178;   4.380;   0.360;  -0.087;   0.120; ;  87.467;        ;    ;   0.998;        ;  23.126;   0.241; 0.989;      ; 294;119.13312;-60.46817
07563243-6024079;NGC2516;GIRAFFE; 4153; 275;   4.700;   0.150;  -0.039;   0.150; ;  41.100;        ;    ;   0.884;        ;  25.331;   0.252; 0.968;      ; 295;119.13512;-60.40219
07563357-6100558;NGC2516;GIRAFFE; 4732; 318;   4.330;   0.310;  -0.231;   0.270; ; 154.850;        ;    ;   0.973;        ;  19.881;   0.250; 0.790;      ; 296;119.13987;-61.01550
07563381-6046027;NGC2516;GIRAFFE; 6039; 166;   4.080;   0.130;  -0.641;   0.790; ;        ;        ;    ;   0.997;        ;  40.000;   0.240; 0.308;      ; 297;119.14087;-60.76742
07563407-6039060;NGC2516;GIRAFFE; 5908; 135;   4.430;   0.320;  -0.132;   0.180; ; 123.000;        ;    ;   0.996;        ;  22.198;   0.241; 0.960;      ; 298;119.14196;-60.65167
07563410-6030118;NGC2516;GIRAFFE; 3794; 278;   4.490;   0.200;  -0.026;   0.140; ; 127.000;        ;    ;   0.830;        ;  23.123;   0.280; 0.990;      ; 299;119.14208;-60.50328
07563419-6019027;NGC2516;GIRAFFE; 4040; 402;   2.514;        ;  -0.235;        ; ;        ;        ;    ;        ;        ;  11.309;   4.660; 0.331;      ; 300;119.14246;-60.31742
07563458-6020521;NGC2516;GIRAFFE; 5459;  91;   4.040;   0.360;  -0.207;   0.130; ;   8.800;        ;    ;   0.999;        ;  55.260;   0.245;      ;      ; 301;119.14408;-60.34781
07563502-6110084;NGC2516;GIRAFFE; 4685;    ;   2.524;        ;   0.023;        ; ;        ;        ;    ;        ;        ; 494.847;  11.132;      ;      ; 302;119.14592;-61.16900
07563692-6106549;NGC2516;GIRAFFE; 3904; 241;   4.330;   0.270;  -0.045;   0.240; ;  93.300;        ;    ;   0.856;        ;  21.831;   0.327; 0.936;      ; 303;119.15383;-61.11525
07563905-6103466;NGC2516;GIRAFFE; 3940; 350;   4.610;   0.100;   0.002;   0.200; ; 112.900;        ;    ;   0.843;        ;  22.242;   0.300; 0.963;      ; 304;119.16271;-61.06294
07563912-6106466;NGC2516;GIRAFFE; 3562;  26;   4.620;   0.200;  -1.249;        ; ; 150.900;        ;    ;   0.795;        ;  22.946;   0.641; 0.988;      ; 305;119.16300;-61.11294
07563964-6104256;NGC2516;GIRAFFE; 3524;  26;   4.370;   0.170;   0.184;        ; ; 112.100;        ;    ;   0.820;        ;  20.261;   0.476; 0.797;      ; 306;119.16517;-61.07378
07564014-6027412;NGC2516;GIRAFFE; 4079; 252;   4.740;   0.160;  -0.185;   0.280; ;  65.800;        ;    ;   0.860;        ;  14.958;   0.310; 0.462;      ; 307;119.16725;-60.46144
07564302-6027026;NGC2516;GIRAFFE; 6132; 150;   3.980;   0.140;  -0.037;   0.180; ;  20.100;        ;    ;   1.002;        ;  34.574;   0.243; 0.454;      ; 308;119.17925;-60.45072
07564410-6034523;NGC2516;GIRAFFE; 5608; 118;   4.403;   0.249;  -0.059;   0.097; ; 126.700;   2.000;   0;   0.991;        ;  24.037;   0.243;      ;      ; 309;119.18375;-60.58119
07564410-6103120;NGC2516;GIRAFFE; 6158; 200;   4.130;   0.120;  -0.064;   0.130; ;  27.700;        ;    ;   1.001;        ;  -8.408;   0.241; 0.148;      ; 310;119.18375;-61.05333
07564523-6116013;NGC2516;GIRAFFE; 4445;    ;   2.187;        ;   0.182;        ; ;        ;        ;    ;        ;        ;  27.874;   1.276;      ;      ; 311;119.18846;-61.26703
07564607-6024132;NGC2516;GIRAFFE; 3893; 207;   4.470;   0.150;   0.004;   0.190; ; 136.800;        ;    ;   0.847;        ;  23.790;   0.390; 0.993;      ; 312;119.19196;-60.40367
07564663-6041273;NGC2516;GIRAFFE; 3586; 140;   4.840;   0.170;  -0.076;   0.140; ;  98.100;        ;    ;   0.781;        ;  23.293;   0.351; 0.991;      ; 313;119.19429;-60.69092
07564709-6043225;NGC2516;GIRAFFE; 4247; 398;   4.500;   0.330;  -0.037;   0.120; ; 125.467;        ;    ;   0.926;        ;  23.025;   0.246; 0.988;      ; 314;119.19621;-60.72292
07564721-6101236;NGC2516;GIRAFFE; 3575;  23;   4.540;   0.180;   0.312;        ; ;  43.800;        ;    ;   0.802;        ;  23.037;   0.585; 0.989;      ; 315;119.19671;-61.02322
07564760-6104373;NGC2516;GIRAFFE; 4738; 240;   4.710;   0.270;  -0.019;   0.120; ;  33.650;        ;    ;   0.958;        ;  23.891;   0.245;      ;      ; 316;119.19833;-61.07703
07564817-6046311;NGC2516;GIRAFFE; 4201; 367;   4.200;   0.400;   0.085;   0.200; ; 157.500;        ;    ;   0.939;        ;  25.000;   0.241; 0.982;      ; 317;119.20071;-60.77531
07564825-6051086;NGC2516;GIRAFFE; 3727; 219;   4.660;   0.110;  -0.016;   0.110; ;  98.000;        ;    ;   0.802;        ;  21.440;   0.432; 0.903;      ; 318;119.20104;-60.85239
07564930-6030483;NGC2516;GIRAFFE; 5332; 141;   3.902;   0.287;  -0.152;   0.116;<;  35.200;        ;   3;   1.000;        ;  60.013;   0.244;      ;      ; 319;119.20542;-60.51342
07564935-6059527;NGC2516;GIRAFFE; 6340; 163;   4.090;   0.170;  -0.239;   0.120; ;  17.200;        ;    ;   1.004;        ;  26.185;   0.242; 0.917;      ; 320;119.20562;-60.99797
07564984-6041278;NGC2516;GIRAFFE; 4464; 136;   4.660;   0.290;   0.096;   0.170; ;  15.133;        ;    ;   0.942;        ;  19.514;   0.244; 0.767;      ; 321;119.20767;-60.69106
07565000-6039458;NGC2516;GIRAFFE; 5282; 157;   4.540;   0.410;   0.005;   0.150; ; 129.250;        ;    ;   0.983;        ;  23.418;   0.247; 0.992;      ; 322;119.20833;-60.66272
07565055-6057370;NGC2516;GIRAFFE; 3471;  33;   3.950;   0.210;  -1.623;        ; ;  57.200;        ;    ;   0.863;        ;  48.646;   0.811; 0.134;      ; 323;119.21062;-60.96028
07565111-6111276;NGC2516;GIRAFFE; 4579; 176;   2.930;   0.470;   0.297;   0.200; ;  49.500;        ;    ;   1.001;        ;  49.381;   0.245;      ;      ; 324;119.21296;-61.19100
07565124-6030259;NGC2516;GIRAFFE; 4803;    ;   4.441;        ;  -0.215;        ; ;        ;        ;    ;        ;        ;-460.846; 790.049;      ;      ; 325;119.21350;-60.50719
07565168-6036139;NGC2516;GIRAFFE; 4084; 527;   4.670;   0.130;   0.014;   0.110; ;  95.900;        ;    ;        ;        ;  33.727;   3.370; 0.716;      ; 326;119.21533;-60.60386
07565270-6047409;NGC2516;GIRAFFE; 4895;  51;   2.610;   0.290;   0.049;   0.220; ;  32.500;        ;    ;   1.013;        ;  94.950;   0.243;      ;      ; 327;119.21958;-60.79469
07565408-6050056;NGC2516;GIRAFFE; 4802; 237;   4.560;   0.220;  -0.063;   0.150; ; 161.533;        ;    ;   0.967;        ;  23.303;   0.242; 0.991;      ; 328;119.22533;-60.83489
07565502-6028512;NGC2516;GIRAFFE; 4061; 263;   4.610;   0.110;  -0.580;   0.370; ;  32.800;        ;    ;   0.872;        ; -16.179;   0.400; 0.087;      ; 329;119.22925;-60.48089
07565520-6058118;NGC2516;GIRAFFE; 3965; 341;   4.570;   0.090;   0.028;   0.270; ;  81.833;        ;    ;   0.851;        ;  22.289;   0.314; 0.965;      ; 330;119.23000;-60.96994
