#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-06-20T15:26:49 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d0ba5a703f5	
#INFO	-out.max=unlimited	
#INFO	queryParameters=32	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/A+A/612/A99/ngc2451
#-nav=cat:J/A+A/612/A99&tab:{J/A+A/612/A99/ngc2451}&key:source=J/A+A/612/A99/ic4665&HTTPPRM:&&-ref=VIZ5d0ba5a703f5&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=CName&-out=Cluster&-out=Inst&-out=Teff&-out=e_Teff&-out=logg&-out=e_logg&-out=[Fe/H]&-out=e_[Fe/H]&-out=l_EWLi&-out=EWLi&-out=e_EWLi&-out=f_EWLi&-out=Gamma&-out=e_Gamma&-out=RV&-out=e_RV&-out=MembPA&-out=MembPB&-out=ID&-out=_RA&-out=_DE&-file=.&-meta.ucd=0&-meta=0&-usenav=1&-bmark=POST&-out.src=J/A+A/612/A99/ngc2451
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/612/A99/ngc2451
#-out=CName
#-out=Cluster
#-out=Inst
#-out=Teff
#-out=e_Teff
#-out=logg
#-out=e_logg
#-out=[Fe/H]
#-out=e_[Fe/H]
#-out=l_EWLi
#-out=EWLi
#-out=e_EWLi
#-out=f_EWLi
#-out=Gamma
#-out=e_Gamma
#-out=RV
#-out=e_RV
#-out=MembPA
#-out=MembPB
#-out=ID
#-out=_RA
#-out=_DE
#

#RESOURCE=yCat_36120099
#Name: J/A+A/612/A99
#Title: Gaia-ESO Survey in 7 open star cluster fields (Randich+, 2018)
#Table	J_A_A_612_A99_ngc2451:
#Name: J/A+A/612/A99/ngc2451
#Title: Parameters for NGC2451
#Column	CName	(A16)	Star ID (HHMMSSss+DDMMSSs)	[ucd=meta.id;meta.main]
#Column	Cluster	(A7)	Cluster name	[ucd=meta.id.parent]
#Column	Inst	(A7)	Intrument XX	[ucd=meta.note]
#Column	Teff	(I5)	Effective temperature	[ucd=phys.temperature.effective]
#Column	e_Teff	(I4)	? Effective temperature error [NULL integer written as an empty string]	[ucd=stat.error;phys.temperature.effective]
#Column	logg	(F8.3)	? 10-logarithm surface gravity	[ucd=phys.gravity]
#Column	e_logg	(F8.3)	? 10-logarithm surface gravity error	[ucd=stat.error]
#Column	[Fe/H]	(F8.3)	? Metallicity	[ucd=phys.abund.Z]
#Column	e_[Fe/H]	(F8.3)	? Metallicity error	[ucd=stat.error;phys.abund.Fe]
#Column	l_EWLi	(A1)	[<] Upper limit flag on EWLi	[ucd=meta.code.error]
#Column	EWLi	(F8.3)	? Lithium line equivalent width	[ucd=spect.line.eqWidth]
#Column	e_EWLi	(F8.3)	? Lithium line equivalent width error	[ucd=stat.error]
#Column	f_EWLi	(I4)	[0/3]? Flag for lithium line equivalent width (1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(F8.3)	? Gamma index	[ucd=meta.code;spect.index;em.gamma]
#Column	e_Gamma	(F8.3)	? Gamma index error	[ucd=stat.error]
#Column	RV	(F8.3)	? Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	e_RV	(F8.3)	? Radial velocity error	[ucd=stat.error]
#Column	MembPA	(F6.3)	? Membership probability: population A	[ucd=stat.probability]
#Column	MembPB	(F6.3)	? Membership probability: population B	[ucd=stat.probability]
#Column	ID	(I4)	Sequential ID number	[ucd=meta.id]
#Column	_RA	(F9.5)	Positions from CName (right ascension part)	[ucd=pos.eq.ra;meta.main]
#Column	_DE	(F9.5)	Positions from CName (declination part)	[ucd=pos.eq.dec;meta.main]
CName;Cluster;Inst;Teff;e_Teff;logg;e_logg;[Fe/H];e_[Fe/H];l_EWLi;EWLi;e_EWLi;f_EWLi;Gamma;e_Gamma;RV;e_RV;MembPA;MembPB;ID;_RA;_DE
07445620-3813569;NGC2451;GIRAFFE; 4741; 118;   2.588;   0.046;   0.019;   0.039; ;  42.867;   7.305;   0;   1.018;   0.005;  12.035;   0.246;      ;      ; 875;116.23417;-38.23247
07445651-3755156;NGC2451;GIRAFFE; 3167;    ;   2.952;        ;  -1.863;        ; ;  61.400;        ;    ;        ;        ;  10.195;   0.699;      ;      ; 876;116.23546;-37.92100
07445651-3757431;NGC2451;GIRAFFE; 4241;    ;   2.995;        ;  -0.250;        ;<;  19.000;        ;   3;   1.008;   0.010; 119.061;   0.428;      ;      ; 877;116.23546;-37.96197
07445667-3812142;NGC2451;GIRAFFE; 5128;  21;   2.782;        ;  -0.151;   0.077;<;  21.800;        ;   3;   1.023;   0.006;  57.081;   0.257;      ;      ; 878;116.23612;-38.20394
07445754-3902301;NGC2451;GIRAFFE; 4940;    ;   2.050;        ;  -1.464;        ; ; 183.300;        ;    ;        ;        ;  23.326;   1.106;      ;      ; 879;116.23975;-39.04169
07445763-3817582;NGC2451;GIRAFFE; 6222;    ;   4.085;        ;  -0.380;        ; ;  40.150;   1.805;   0;   0.999;   0.002;  32.839;   0.242; 0.066; 0.036; 880;116.24012;-38.29950
07445767-3901253;NGC2451;GIRAFFE; 4805; 164;   4.330;        ;  -0.004;   0.061;<;  18.600;        ;   3;   0.973;   0.010;  69.453;   0.289;      ;      ; 881;116.24029;-39.02369
07445826-3822007;NGC2451;GIRAFFE; 5422;  60;   2.747;        ;  -0.439;   0.042;<;  41.700;        ;   3;   1.031;   0.006; 109.208;   0.269;      ;      ; 882;116.24275;-38.36686
07445885-3816424;NGC2451;GIRAFFE; 4994;  29;   3.035;        ;  -0.397;   0.130; ;  25.500;        ;   0;   1.011;   0.004; 131.343;   0.245;      ;      ; 883;116.24521;-38.27844
07445934-3752097;NGC2451;GIRAFFE; 6320;    ;   4.049;        ;   0.266;        ;<;   5.800;        ;   3;   1.004;   0.002;  23.662;   0.251; 0.856; 0.016; 884;116.24725;-37.86936
07445935-3757245;NGC2451;GIRAFFE; 4736;   2;   2.578;   0.112;  -0.099;   0.013; ;  21.600;   3.393;   0;   1.017;   0.006; 128.108;   0.247;      ;      ; 885;116.24729;-37.95681
07445964-3754238;NGC2451;GIRAFFE; 4813; 104;   2.621;   0.033;  -0.217;   0.083;<;  29.300;        ;   3;   1.018;   0.008; 168.888;   0.258;      ;      ; 886;116.24850;-37.90661
07450047-3722110;NGC2451;GIRAFFE; 4912; 132;   2.493;        ;  -0.388;   0.105; ;  32.400;        ;   0;   1.016;   0.004; 125.959;   0.245;      ;      ; 887;116.25196;-37.36972
07450096-3808364;NGC2451;GIRAFFE; 4458; 276;   3.474;        ;  -0.199;   0.073;<;  25.800;        ;   3;   1.021;   0.007; 149.574;   0.258;      ;      ; 888;116.25400;-38.14344
07450117-3721562;NGC2451;GIRAFFE; 5500; 157;   3.801;        ;  -0.101;   0.178;<;  18.800;        ;   3;   1.012;   0.004;  59.057;   0.247;      ;      ; 889;116.25487;-37.36561
07450120-3803345;NGC2451;GIRAFFE; 5091; 224;   3.319;        ;  -0.019;   0.092;<;  34.500;        ;   3;   1.005;   0.008;  80.032;   0.260;      ;      ; 890;116.25500;-38.05958
07450127-3744338;NGC2451;GIRAFFE; 4563;    ;   2.760;        ;  -0.642;        ;<;  39.400;        ;   3;   1.013;   0.007; 125.268;   0.273;      ;      ; 891;116.25529;-37.74272
07450185-3715584;NGC2451;GIRAFFE; 5200; 110;   3.961;        ;  -0.367;   0.136;<;  20.200;        ;   3;   0.995;   0.007;  38.686;   0.278;      ;      ; 892;116.25771;-37.26622
07450263-3801048;NGC2451;GIRAFFE; 4954;    ;   3.420;        ;  -2.678;        ; ;  37.200;        ;    ;   0.995;        ; 147.758;   0.438;      ;      ; 893;116.26096;-38.01800
07450267-3801522;NGC2451;GIRAFFE; 5902; 228;   4.168;   0.163;  -0.093;   0.176; ; 135.433;   7.060;   0;   0.999;   0.001;  15.052;   0.246; 0.004; 0.935; 894;116.26112;-38.03117
07450311-3723355;NGC2451;GIRAFFE; 4942; 285;   2.461;        ;  -0.332;   0.113; ;  73.400;        ;   0;   1.024;   0.008; 139.140;   0.262;      ;      ; 895;116.26296;-37.39319
07450367-3822174;NGC2451;GIRAFFE; 5657;  10;   4.047;   0.201;  -0.370;   0.014;<;  18.500;        ;   3;   0.996;   0.005;  18.637;   0.261;      ;      ; 896;116.26529;-38.37150
07450374-3806107;NGC2451;GIRAFFE; 5883;    ;   4.410;        ;  -0.030;        ; ; 175.733;   4.566;   0;   1.001;   0.002;  15.109;   0.244;      ;      ; 897;116.26558;-38.10297
07450378-3745384;NGC2451;GIRAFFE; 4681;   8;   2.134;   0.122;  -0.408;   0.106;<;  17.800;        ;   3;   1.016;   0.005; 146.571;   0.243;      ;      ; 898;116.26575;-37.76067
07450424-3814099;NGC2451;GIRAFFE; 4962;  63;   3.509;        ;  -0.036;   0.009; ;  59.300;        ;   0;   0.991;   0.008;  37.405;   0.263;      ;      ; 899;116.26767;-38.23608
07450487-3804286;NGC2451;GIRAFFE; 3246;    ;   4.730;        ;  -0.320;        ;<; 131.800;        ;   3;        ;        ; 495.115;   2.514;      ;      ; 900;116.27029;-38.07461
07450489-3817562;NGC2451;GIRAFFE; 5074; 148;   3.389;        ;  -0.553;   0.130; ;  34.300;        ;   0;   1.001;   0.006;  96.797;   0.263;      ;      ; 901;116.27037;-38.29894
07450506-3908356;NGC2451;GIRAFFE; 5455;    ;   3.460;        ;  -1.070;        ; ;  20.400;        ;    ;   0.995;        ; 132.871;   0.240;      ;      ; 902;116.27108;-39.14322
07450508-3717264;NGC2451;GIRAFFE; 4818;   4;   2.503;   0.100;  -0.136;   0.101;<;  10.900;        ;   3;   1.024;   0.005;  51.027;   0.246;      ;      ; 903;116.27117;-37.29067
07450613-3720252;NGC2451;GIRAFFE; 4377; 104;   4.485;   0.051;  -0.057;   0.071; ;  42.900;        ;   0;   0.916;   0.005;  30.158;   0.248;      ;      ; 904;116.27554;-37.34033
07450683-3803028;NGC2451;GIRAFFE; 5153;  99;   2.888;        ;  -0.233;   0.146;<;  27.400;        ;   3;   1.010;   0.005;  54.341;   0.249;      ;      ; 905;116.27846;-38.05078
07450695-3812171;NGC2451;GIRAFFE; 4400; 395;   3.986;        ;   0.008;   0.101; ; 346.300;   3.017;   0;   0.921;   0.003;  14.948;   0.241; 0.004; 0.933; 906;116.27896;-38.20475
07450722-3747088;NGC2451;GIRAFFE; 5002; 119;   2.950;        ;  -0.304;   0.132;<;  27.400;        ;   3;   1.012;   0.006;  85.050;   0.260;      ;      ; 907;116.28008;-37.78578
07450758-3739444;NGC2451;GIRAFFE; 5815;  15;   4.140;   0.177;  -0.078;   0.012;<;  24.900;        ;   3;   0.996;   0.003;  17.337;   0.247;      ;      ; 908;116.28158;-37.66233
07450760-3746396;NGC2451;GIRAFFE; 5081; 112;   3.507;   0.148;  -0.118;   0.193;<;  36.400;        ;   3;   1.001;   0.005;  37.322;   0.248;      ;      ; 909;116.28167;-37.77767
07450775-3737205;NGC2451;GIRAFFE; 5070; 120;   3.012;        ;  -0.123;   0.183;<;  10.800;        ;   3;   1.017;   0.003;  61.624;   0.242;      ;      ; 910;116.28229;-37.62236
07450791-3904046;NGC2451;GIRAFFE; 4640;  36;   2.550;   0.095;   0.113;   0.019;<;  42.300;        ;   3;   1.013;   0.005; -27.319;   0.243;      ;      ; 911;116.28296;-39.06794
07450826-3808360;NGC2451;GIRAFFE; 4487;  88;   4.488;   0.003;   0.019;   0.137;<;  21.100;        ;   3;   0.929;   0.003;  23.652;   0.242;      ;      ; 912;116.28442;-38.14333
07450827-3816315;NGC2451;GIRAFFE; 4890;  32;   2.694;   0.078;   0.014;   0.009;<;  33.100;        ;   3;   1.024;   0.004;  28.530;   0.242;      ;      ; 913;116.28446;-38.27542
07450859-3741348;NGC2451;GIRAFFE; 5026; 154;   4.013;   0.154;  -0.025;   0.067; ; 299.633;   6.046;   0;   0.981;   0.004;  28.332;   0.247; 0.151; 0.043; 914;116.28579;-37.69300
07450874-3735596;NGC2451;GIRAFFE; 5037;  96;   2.667;        ;  -0.166;   0.170;<;  10.900;        ;   3;   1.019;   0.006;  73.012;   0.259;      ;      ; 915;116.28642;-37.59989
07450886-3720528;NGC2451;GIRAFFE; 5151;  25;   3.006;        ;  -0.218;   0.231;<;  23.900;        ;   3;   1.008;   0.005;  56.074;   0.401;      ;      ; 916;116.28692;-37.34800
07450914-3805044;NGC2451;GIRAFFE; 4904; 359;   2.767;        ;  -0.525;   0.383; ;  37.900;        ;   0;   1.022;   0.007; 138.575;   0.276;      ;      ; 917;116.28808;-38.08456
07450950-3807000;NGC2451;GIRAFFE; 5006; 141;   3.200;        ;  -0.153;   0.147; ;  34.700;        ;   0;   1.013;   0.004;  93.375;   0.245;      ;      ; 918;116.28958;-38.11667
07450989-3744548;NGC2451;GIRAFFE; 5159; 101;   3.380;        ;  -0.157;   0.086; ;  33.200;        ;   0;   1.022;   0.005;  39.786;   0.252;      ;      ; 919;116.29121;-37.74856
07451011-3807220;NGC2451;GIRAFFE; 4026;  47;   4.634;   0.084;  -0.169;   0.013;<;  15.300;        ;   3;   0.851;   0.007;  21.553;   0.271; 0.633; 0.047; 920;116.29212;-38.12278
07451025-3740357;NGC2451;GIRAFFE; 4767; 210;   3.047;        ;  -0.478;   0.082; ;  32.850;   3.610;   0;   1.013;   0.007; 146.158;   0.258;      ;      ; 921;116.29271;-37.67658
07451043-3819118;NGC2451;GIRAFFE; 5041;    ;   3.240;        ;  -0.760;        ;<;  15.500;        ;   3;   1.016;   0.009;  88.899;   0.313;      ;      ; 922;116.29346;-38.31994
07451149-3811420;NGC2451;GIRAFFE; 4759; 158;   2.614;        ;  -0.304;   0.214;<;  23.300;        ;   3;   1.024;   0.006; 125.832;   0.249;      ;      ; 923;116.29787;-38.19500
07451165-3723354;NGC2451;GIRAFFE; 5257; 185;   2.819;        ;  -0.539;   0.175;<;  26.600;        ;   3;   1.009;   0.003;  75.331;   0.248;      ;      ; 924;116.29854;-37.39317
07451196-3747315;NGC2451;GIRAFFE; 3406;  22;   4.739;   0.093;  -0.210;        ;<; 100.000;        ;   3;   0.815;   0.013;  21.905;   0.764; 0.743; 0.033; 925;116.29983;-37.79208
07451228-3728074;NGC2451;GIRAFFE; 5031;  58;   3.240;        ;  -0.297;   0.024;<;  30.300;        ;   3;   1.012;   0.004; 119.771;   0.248;      ;      ; 926;116.30117;-37.46872
07451229-3746310;NGC2451;GIRAFFE; 4880; 326;   1.970;        ;  -0.699;   0.245;<;  43.000;        ;   3;   1.013;   0.007; 104.119;   0.268;      ;      ; 927;116.30121;-37.77528
07451271-3817570;NGC2451;GIRAFFE; 4994; 108;   2.607;        ;  -0.173;   0.146; ;  45.100;        ;   0;   1.021;   0.005;  94.929;   0.247;      ;      ; 928;116.30296;-38.29917
07451336-3713368;NGC2451;GIRAFFE; 5157; 104;   3.283;        ;  -0.249;   0.043; ;  67.400;        ;   0;   1.013;   0.009; 102.183;   0.294;      ;      ; 929;116.30567;-37.22689
07451347-3732345;NGC2451;GIRAFFE; 4980;  54;   3.245;        ;  -0.256;   0.024;<;  13.500;        ;   3;   1.023;   0.007; 105.675;   0.259;      ;      ; 930;116.30612;-37.54292
07451362-3812204;NGC2451;GIRAFFE; 5515; 114;   4.420;   0.091;   0.605;   0.005;<;  26.500;        ;   3;   0.990;   0.001;  10.873;   0.240;      ;      ; 931;116.30675;-38.20567
07451367-3814150;NGC2451;GIRAFFE; 4907;  95;   2.921;        ;  -0.142;   0.078;<;  25.400;        ;   3;   1.017;   0.004;  60.277;   0.243;      ;      ; 932;116.30696;-38.23750
07451370-3904187;NGC2451;GIRAFFE; 5103;  76;   2.898;        ;  -0.176;   0.084;<;  24.600;        ;   3;   1.011;   0.007;  41.117;   0.265;      ;      ; 933;116.30708;-39.07186
07451394-3811325;NGC2451;GIRAFFE; 5260;  25;   4.310;        ;  -0.187;   0.055;<;  23.100;        ;   3;   0.988;   0.003;  28.619;   0.243;      ;      ; 934;116.30808;-38.19236
07451463-3735513;NGC2451;GIRAFFE; 5059; 235;   3.093;        ;  -0.216;   0.187;<;  39.300;        ;   3;   1.012;   0.004;  48.182;   0.246;      ;      ; 935;116.31096;-37.59758
07451477-3811185;NGC2451;GIRAFFE; 4777;  85;   2.302;   0.047;  -0.327;   0.107;<;  16.200;        ;   3;   1.026;   0.004; 148.123;   0.242;      ;      ; 936;116.31154;-38.18847
07451486-3713327;NGC2451;GIRAFFE; 5458;    ;   3.292;        ;  -0.970;        ;<;   6.400;        ;   3;   1.001;   0.004;  81.380;   0.257;      ;      ; 937;116.31192;-37.22575
07451564-3714485;NGC2451;GIRAFFE; 5166;  75;   3.479;        ;  -0.317;   0.054; ;  29.500;        ;   0;   1.008;   0.007;  55.862;   0.269;      ;      ; 938;116.31517;-37.24681
07451576-3806467;NGC2451;GIRAFFE; 4738; 107;   2.703;        ;  -0.286;   0.033;<;  42.600;        ;   3;   1.011;   0.007; 149.792;   0.261;      ;      ; 939;116.31567;-38.11297
07451606-3816326;NGC2451;GIRAFFE; 4238; 321;   4.263;        ;  -0.076;   0.071;<;  30.600;        ;   3;   0.932;   0.007;  84.326;   0.279;      ;      ; 940;116.31692;-38.27572
07451624-3724115;NGC2451;GIRAFFE; 4602; 115;   2.800;   0.171;   0.083;   0.039;<;  42.800;        ;   3;   0.998;   0.004;  15.367;   0.243;      ;      ; 941;116.31767;-37.40319
07451654-3714332;NGC2451;GIRAFFE; 3790;  91;   4.564;   0.189;  -0.170;        ;<; 100.000;        ;   3;   0.815;   0.005;   7.303;   0.248; 0.018; 0.103; 942;116.31892;-37.24256
07451696-3720152;NGC2451;GIRAFFE; 5117; 264;   3.366;        ;  -0.326;   0.264;<;  24.000;        ;   3;   1.020;   0.008; 106.365;   0.278;      ;      ; 943;116.32067;-37.33756
07451696-3812477;NGC2451;GIRAFFE; 4970; 170;   3.180;        ;  -0.140;   0.214;<;  29.600;        ;   3;   1.024;   0.006;  94.539;   0.252;      ;      ; 944;116.32067;-38.21325
07451708-3855039;NGC2451;GIRAFFE; 4972;  39;   2.876;   0.167;  -0.076;   0.054;<;  26.200;        ;   3;   1.018;   0.005;  77.959;   0.246;      ;      ; 945;116.32117;-38.91775
07451780-3748531;NGC2451;GIRAFFE; 6296;    ;   4.341;        ;   0.286;        ; ;  65.933;   5.557;   0;   0.994;   0.002;  15.063;   0.241; 0.004; 0.936; 946;116.32417;-37.81475
07451802-3747287;NGC2451;GIRAFFE; 4611; 220;   3.271;        ;  -0.317;   0.045; ;  39.500;        ;   0;   1.018;   0.007; 131.036;   0.258;      ;      ; 947;116.32508;-37.79131
07451803-3813283;NGC2451;GIRAFFE; 5039;  20;   3.217;        ;  -0.292;   0.063;<;  10.600;        ;   3;   1.013;   0.006;  68.514;   0.265;      ;      ; 948;116.32512;-38.22453
07451826-3724346;NGC2451;GIRAFFE; 4944;  79;   2.795;   0.065;   0.047;   0.088;<;  32.000;        ;   3;   1.018;   0.005;  53.668;   0.244;      ;      ; 949;116.32608;-37.40961
07451838-3730427;NGC2451;GIRAFFE; 4745;  46;   2.991;        ;   0.003;   0.071; ;  56.500;        ;   0;   0.997;   0.008;  80.328;   0.254;      ;      ; 950;116.32658;-37.51186
07451848-3906088;NGC2451;GIRAFFE; 4644; 101;   2.448;   0.166;  -0.029;   0.140;<;  61.600;        ;   3;   1.015;   0.007;  83.273;   0.249;      ;      ; 951;116.32700;-39.10244
07451912-3740569;NGC2451;GIRAFFE; 5165; 123;   3.398;        ;  -0.145;   0.115; ;  46.700;        ;   0;   1.010;   0.004;  34.750;   0.245;      ;      ; 952;116.32967;-37.68247
07451935-3747333;NGC2451;GIRAFFE; 5094;  35;   2.884;        ;  -0.064;   0.098;<;  29.000;        ;   3;   1.013;   0.005;  73.431;   0.246;      ;      ; 953;116.33062;-37.79258
07451977-3740008;NGC2451;GIRAFFE; 4640;  80;   2.406;   0.081;  -0.047;   0.009; ;  62.300;        ;   0;   1.015;   0.004;  67.974;   0.242;      ;      ; 954;116.33237;-37.66689
07451991-3730330;NGC2451;GIRAFFE; 5005; 105;   2.995;        ;  -0.277;   0.209; ;  33.100;        ;   0;   1.005;   0.005;  81.826;   0.249;      ;      ; 955;116.33296;-37.50917
07452008-3718296;NGC2451;GIRAFFE; 6221;  66;   4.159;   0.032;   0.038;   0.026; ;  15.800;        ;   0;   1.000;   0.002;  37.039;   0.241;      ;      ; 956;116.33367;-37.30822
07452018-3906040;NGC2451;GIRAFFE; 5004; 150;   3.191;        ;  -0.163;   0.146;<;  52.900;        ;   3;   1.016;   0.005;  52.921;   0.246;      ;      ; 957;116.33408;-39.10111
07452027-3804429;NGC2451;GIRAFFE; 5643; 117;   3.516;        ;  -0.660;   0.253; ;  51.000;        ;   0;   1.000;   0.002;   9.624;   0.248;      ;      ; 958;116.33446;-38.07858
07452052-3753587;NGC2451;GIRAFFE; 4809;    ;   3.590;        ;  -0.100;        ; ;        ;        ;   0;        ;        ;  95.000;   0.241; 0.081; 0.105; 959;116.33550;-37.89964
07452221-3809582;NGC2451;GIRAFFE; 3236;    ;   4.700;        ;  -0.350;        ; ; 167.500;        ;   0;        ;        ;  26.597;   1.433; 0.501; 0.028; 960;116.34254;-38.16617
07452349-3906499;NGC2451;GIRAFFE; 5021; 160;   2.998;        ;  -0.236;   0.207; ;  23.200;        ;   0;   1.011;   0.004;  73.243;   0.244;      ;      ; 961;116.34787;-39.11386
07452358-3809224;NGC2451;GIRAFFE; 5126;  24;   3.561;   0.100;  -0.160;   0.177; ;  23.250;   1.660;   0;   1.001;   0.002;  -3.010;   0.241;      ;      ; 962;116.34825;-38.15622
07452402-3857410;NGC2451;GIRAFFE; 5133;  13;   3.362;   0.168;  -0.025;   0.037; ;  30.350;   3.355;   0;   1.009;   0.004;  40.247;   0.243;      ;      ; 963;116.35008;-38.96139
07452441-3801305;NGC2451;GIRAFFE; 5153; 100;   3.461;   0.152;  -0.246;   0.046;<;  26.500;        ;   3;   1.007;   0.006;  98.106;   0.255;      ;      ; 964;116.35171;-38.02514
07452446-3735588;NGC2451;GIRAFFE; 5130; 220;   3.398;        ;  -0.262;   0.259; ;  33.600;        ;   0;   1.026;   0.005; 130.638;   0.251;      ;      ; 965;116.35192;-37.59967
07452560-3808265;NGC2451;GIRAFFE; 5019; 171;   4.433;   0.054;  -0.244;   0.098;<;  27.400;        ;   3;   0.969;   0.004;  52.428;   0.246;      ;      ; 966;116.35667;-38.14069
07452622-3742209;NGC2451;GIRAFFE; 4713; 102;   2.770;        ;  -0.120;   0.060; ;  85.067;   7.017;   0;   1.022;   0.004;  92.743;   0.242;      ;      ; 967;116.35925;-37.70581
07452652-3804120;NGC2451;GIRAFFE; 5026; 186;   2.650;        ;  -0.149;   0.232;<;  18.000;        ;   3;   1.014;   0.005;  71.193;   0.244;      ;      ; 968;116.36050;-38.07000
07452663-3724459;NGC2451;GIRAFFE; 4655;  88;   2.452;   0.179;  -0.095;   0.067; ;  26.100;        ;   0;   1.018;   0.003; 116.071;   0.241;      ;      ; 969;116.36096;-37.41275
07452780-3813113;NGC2451;GIRAFFE; 4672;  35;   2.212;   0.081;  -0.307;   0.140; ;  46.900;        ;   0;   1.021;   0.006; 106.622;   0.254;      ;      ; 970;116.36583;-38.21981
07452800-3728113;NGC2451;GIRAFFE; 5046;  81;   2.710;        ;  -0.126;   0.101;<;  14.500;        ;   3;   1.022;   0.004;  76.970;   0.245;      ;      ; 971;116.36667;-37.46981
07452834-3728370;NGC2451;GIRAFFE; 4224; 214;   4.497;   0.005;   0.013;   0.162;<;  25.900;        ;   3;   0.880;   0.005;  30.302;   0.247;      ;      ; 972;116.36808;-37.47694
07452889-3751234;NGC2451;GIRAFFE; 5530; 205;   3.816;        ;  -0.093;   0.033; ; 179.900;   1.930;   0;   0.993;   0.002;  -1.513;   0.240; 0.011; 0.037; 973;116.37037;-37.85650
07452905-3715030;NGC2451;GIRAFFE; 6101;  96;   4.107;   0.113;  -0.030;   0.015;<;  17.900;        ;   3;   1.001;   0.002;  35.256;   0.242; 0.046; 0.030; 974;116.37104;-37.25083
07452913-3740043;NGC2451;GIRAFFE; 4990;  12;   2.940;   0.160;  -0.101;   0.093;<;  22.600;        ;   3;   1.013;   0.003;  97.180;   0.242;      ;      ; 975;116.37137;-37.66786
07452932-3806313;NGC2451;GIRAFFE; 4679;  32;   2.622;   0.078;   0.117;   0.023;<;  44.500;        ;   3;   1.012;   0.006;  19.822;   0.246;      ;      ; 976;116.37217;-38.10869
07452942-3748076;NGC2451;GIRAFFE; 4634; 264;   3.299;        ;  -0.490;   0.014; ;  61.433;  13.958;   0;   1.015;   0.007; 115.450;   0.258;      ;      ; 977;116.37258;-37.80211
07452965-3856509;NGC2451;GIRAFFE; 4787; 197;   3.206;        ;  -0.221;   0.142; ;  27.200;   4.145;   0;   1.018;   0.005;  71.718;   0.314;      ;      ; 978;116.37354;-38.94747
07452974-3720092;NGC2451;GIRAFFE; 5066;   0;   3.505;   0.149;  -0.198;   0.012;<;  25.800;        ;   3;   1.003;   0.005;  82.393;   0.249;      ;      ; 979;116.37392;-37.33589
07453007-3721244;NGC2451;GIRAFFE; 4861;  93;   2.980;        ;  -0.162;   0.111; ;  30.650;   2.705;   0;   1.020;   0.004;  88.609;   0.243;      ;      ; 980;116.37529;-37.35678
07453041-3722599;NGC2451;GIRAFFE; 4635; 160;   4.453;   0.154;  -0.020;   0.080;<;  16.900;        ;   3;   0.945;   0.004;  -0.317;   0.243;      ;      ; 981;116.37671;-37.38331
07453061-3748358;NGC2451;GIRAFFE; 5988;    ;   3.315;        ;  -1.750;        ; ;        ;        ;    ;        ;        ; -14.696;   2.245;      ;      ; 982;116.37754;-37.80994
07453095-3722424;NGC2451;GIRAFFE; 4536; 116;   2.361;   0.082;   0.049;   0.060;<;  62.200;        ;   3;   1.011;   0.005;  56.046;   0.243;      ;      ; 983;116.37896;-37.37844
07453103-3748261;NGC2451;GIRAFFE; 5080;  62;   3.362;        ;  -0.135;   0.133;<;  24.800;        ;   3;   1.009;   0.004;  -3.256;   0.244;      ;      ; 984;116.37929;-37.80725
07453109-3755368;NGC2451;GIRAFFE; 5047; 253;   3.250;        ;  -0.165;   0.150;<;  26.300;        ;   3;   1.026;   0.003;  30.431;   0.243;      ;      ; 985;116.37954;-37.92689
07453120-3738449;NGC2451;GIRAFFE; 4533; 280;   3.079;        ;  -0.165;   0.153; ;  98.300;        ;   0;   1.030;   0.007; 130.853;   0.255;      ;      ; 986;116.38000;-37.64581
07453128-3859031;NGC2451;GIRAFFE; 3603;  80;   4.730;        ;  -0.250;        ;<; 100.000;        ;   3;   0.821;   0.009;  54.851;   0.270; 0.015; 0.016; 987;116.38033;-38.98419
07453133-3738124;NGC2451;GIRAFFE; 4862;    ;   4.580;        ;  -0.110;        ; ; 218.400;  23.525;   0;   0.918;   0.005;  31.985;   0.583; 0.066; 0.032; 988;116.38054;-37.63678
07453148-3714086;NGC2451;GIRAFFE; 4950;  34;   3.226;        ;  -0.469;   0.043; ;  66.200;        ;   0;   1.008;   0.007; 111.074;   0.260;      ;      ; 989;116.38117;-37.23572
07453152-3811396;NGC2451;GIRAFFE; 4936; 204;   3.207;   0.130;  -0.102;   0.163;<;  33.400;        ;   3;   1.002;   0.004;  30.152;   0.243;      ;      ; 990;116.38133;-38.19433
